,t,label,d,f
2647,t2646,n2647,2,0.18238093048795612
2648,t2647,n2648,2,0.06942055354578025
2649,t2648,n2649,2,0.9702354713197436
2650,t2649,n2650,2,0.4070131818422731
2651,t2650,n2651,5,0.7989966207236388
2652,t2651,n2652,2,0.1586757216739373
2653,t2652,n2653,2,0.37776690671362056
2654,t2653,n2654,2,0.34511168959304317
2655,t2654,n2655,3,0.3915056972001397
2656,t2655,n2656,2,0.60686796473105
2657,t2656,n2657,2,0.5415659051877125
2658,t2657,n2658,3,0.5993474389919811
2659,t2658,n2659,2,0.05020437646778575
2660,t2659,n2660,4,0.8501991424981967
2661,t2660,n2661,2,0.06799855906000973
2662,t2661,n2662,3,0.8292050810483946
2663,t2662,n2663,2,0.20040309049180471
2664,t2663,n2664,2,0.5864596201791805
2665,t2664,n2665,8,0.5498047282867102
2666,t2665,n2666,3,0.11571064534310982
2667,t2666,n2667,2,0.1827070493401648
2668,t2667,n2668,3,0.2738409722963898
2669,t2668,n2669,3,0.2214214114589792
2670,t2669,n2670,4,0.6242439331685863
2671,t2670,n2671,6,0.6216432122853558
2672,t2671,n2672,2,0.04478266862168445
2673,t2672,n2673,2,0.1369703245779883
2674,t2673,n2674,5,0.9932541321337091
2675,t2674,n2675,3,0.36597168361761
2676,t2675,n2676,6,0.9442259118692817
2677,t2676,n2677,2,0.4543545852252152
2678,t2677,n2678,3,0.9480529354876586
2679,t2678,n2679,5,0.8808657953952495
2680,t2679,n2680,2,0.8650414270725895
2681,t2680,n2681,3,0.2864511961475861
2682,t2681,n2682,5,0.7510299957702662
2683,t2682,n2683,5,0.7482540798907368
2684,t2683,n2684,3,0.2953373160149664
2685,t2684,n2685,6,0.7043267859632353
2686,t2685,n2686,4,0.8745289617118995
2687,t2686,n2687,3,0.5156460619861476
2688,t2687,n2688,2,0.6485785781195265
2689,t2688,n2689,2,0.5607693747605974
2690,t2689,n2690,2,0.44140262566197064
2691,t2690,n2691,3,0.7625632139265092
2692,t2691,n2692,4,0.800847293004961
2693,t2692,n2693,2,0.03794101171629238
2694,t2693,n2694,2,0.9994491086906978
2695,t2694,n2695,11,0.6928497209126854
2696,t2695,n2696,7,0.3742071511215225
2697,t2696,n2697,3,0.8931458197233756
2698,t2697,n2698,2,0.12205820967439218
2699,t2698,n2699,2,0.6958619511418841
2700,t2699,n2700,2,0.21834530490736703
2701,t2700,n2701,3,0.5976614689266434
2702,t2701,n2702,3,0.6246598935880403
2703,t2702,n2703,3,0.32742049488240144
2704,t2703,n2704,2,0.8158808445875525
2705,t2704,n2705,3,0.12594351094253697
2706,t2705,n2706,4,0.6053634595614718
2707,t2706,n2707,2,0.24230398457478608
2708,t2707,n2708,4,0.29517661557489083
2709,t2708,n2709,2,0.8701436969270561
2710,t2709,n2710,2,0.364276460775784
2711,t2710,n2711,2,0.47874131321626745
2712,t2711,n2712,2,0.9176427671995282
2713,t2712,n2713,2,0.07420595567160593
2714,t2713,n2714,2,0.8154735263713404
2715,t2714,n2715,3,0.9801115142377683
2716,t2715,n2716,8,0.9201260865572409
2717,t2716,n2717,4,0.5747039606179318
2718,t2717,n2718,3,0.21920335085516984
2719,t2718,n2719,3,0.33682048512547946
2720,t2719,n2720,2,0.63637789722364
2721,t2720,n2721,3,0.8965511768097135
2722,t2721,n2722,3,0.8767140457158791
2723,t2722,n2723,5,0.9480355537315672
2724,t2723,n2724,3,0.29430194054390835
2725,t2724,n2725,2,0.9413547266098714
2726,t2725,n2726,9,0.7408972873686825
2727,t2726,n2727,2,0.11463349588381966
2728,t2727,n2728,2,0.7751807962859097
2729,t2728,n2729,3,0.3630673766058663
2730,t2729,n2730,9,0.7851974797787867
2731,t2730,n2731,2,0.263762823994805
2732,t2731,n2732,3,0.44873071113704865
2733,t2732,n2733,5,0.8082718712865409
2734,t2733,n2734,3,0.9051501704026582
2735,t2734,n2735,2,0.07539320082337109
2736,t2735,n2736,2,0.8619578188689995
2737,t2736,n2737,2,0.07992318119565744
2738,t2737,n2738,4,0.7999918686447437
2739,t2738,n2739,2,0.11248890877956141
2740,t2739,n2740,2,0.5985862029072758
2741,t2740,n2741,6,0.2936543173470094
2742,t2741,n2742,2,0.2977037163062499
2743,t2742,n2743,2,0.44450814201473743
2744,t2743,n2744,2,0.877093655290912
2745,t2744,n2745,2,0.00814530771070876
2746,t2745,n2746,3,0.6152698624062494
2747,t2746,n2747,2,0.0744093178670644
2748,t2747,n2748,2,0.4229117782563072
2749,t2748,n2749,2,0.3977905643832532
2750,t2749,n2750,2,0.3080095229131087
2751,t2750,n2751,4,0.7488583083559885
2752,t2751,n2752,2,0.3100108119229743
2753,t2752,n2753,3,0.7681126977584879
2754,t2753,n2754,2,0.0007449793968242746
2755,t2754,n2755,2,0.04640330835596751
2756,t2755,n2756,2,0.11718892564948291
2757,t2756,n2757,2,0.4546110751406808
2758,t2757,n2758,4,0.4244632063918782
2759,t2758,n2759,5,0.41510170796528356
2760,t2759,n2760,2,0.1347462382759057
2761,t2760,n2761,4,0.8234504729232275
2762,t2761,n2762,3,0.8594529061144867
2763,t2762,n2763,2,0.08986941911426871
2764,t2763,n2764,2,0.18762848722038916
2765,t2764,n2765,2,0.21836128032317348
2766,t2765,n2766,9,0.6229082059081598
2767,t2766,n2767,3,0.5174874456214592
2768,t2767,n2768,2,0.0374660199312562
2769,t2768,n2769,5,0.7111040397737424
2770,t2769,n2770,5,0.826946646925012
2771,t2770,n2771,3,0.4377712723155286
2772,t2771,n2772,3,0.25702534095931495
2773,t2772,n2773,2,0.7706497094933765
2774,t2773,n2774,2,0.1651715813002248
2775,t2774,n2775,2,0.23911546820228213
2776,t2775,n2776,2,0.08353146914277043
2777,t2776,n2777,4,0.5554913054240903
2778,t2777,n2778,2,0.07463153658181321
2779,t2778,n2779,4,0.7664964519568546
2780,t2779,n2780,2,0.6639926915045119
2781,t2780,n2781,3,0.5942457900432643
2782,t2781,n2782,3,0.6118285330881086
2783,t2782,n2783,4,0.312567268442137
2784,t2783,n2784,3,0.22960401436087008
2785,t2784,n2785,2,0.0821841061013231
2786,t2785,n2786,3,0.5250647965516898
2787,t2786,n2787,6,0.688312275742007
2788,t2787,n2788,3,0.5518863754134642
2789,t2788,n2789,6,0.9658245092513372
2790,t2789,n2790,4,0.9930471398782346
2791,t2790,n2791,5,0.22859827749603623
2792,t2791,n2792,7,0.9645188916305468
2793,t2792,n2793,3,0.2788700939990283
2794,t2793,n2794,6,0.8165826528828058
2795,t2794,n2795,3,0.202033829377813
2796,t2795,n2796,2,0.7516185861306132
2797,t2796,n2797,7,0.8331343095793163
2798,t2797,n2798,5,0.5194367902686543
2799,t2798,n2799,6,0.7124738950278825
2800,t2799,n2800,2,0.11542505855050589
2801,t2800,n2801,2,0.19699924742246455
2802,t2801,n2802,3,0.9878993493099913
2803,t2802,n2803,3,0.8493144117959048
2804,t2803,n2804,3,0.19339465420805446
2805,t2804,n2805,3,0.2821706369591097
2806,t2805,n2806,3,0.4216597243703575
2807,t2806,n2807,4,0.9815585511122286
2808,t2807,n2808,4,0.266054200694647
2809,t2808,n2809,2,0.3798340788314012
2810,t2809,n2810,2,0.07837251149653335
2811,t2810,n2811,2,0.1695732933401608
2812,t2811,n2812,4,0.1668464763408758
2813,t2812,n2813,3,0.8958898182205369
2814,t2813,n2814,2,0.4028794585764347
2815,t2814,n2815,2,0.1585827574298787
2816,t2815,n2816,4,0.2784788299764841
2817,t2816,n2817,2,0.6766364586557194
2818,t2817,n2818,4,0.4903405214919625
2819,t2818,n2819,2,0.0903173922237076
2820,t2819,n2820,6,0.42570053715226364
2821,t2820,n2821,3,0.8386522291792738
2822,t2821,n2822,2,0.23477040094328006
2823,t2822,n2823,2,0.05723788052296597
2824,t2823,n2824,2,0.7273871788796673
2825,t2824,n2825,6,0.5145841664607098
2826,t2825,n2826,2,0.37379833376863936
2827,t2826,n2827,2,0.3372276473338517
2828,t2827,n2828,4,0.711203739846955
2829,t2828,n2829,2,0.5905105922019896
2830,t2829,n2830,2,0.23755015344351182
2831,t2830,n2831,7,0.7267506979201053
2832,t2831,n2832,2,0.16421636270652507
2833,t2832,n2833,2,0.03807562224858663
2834,t2833,n2834,3,0.9410060762256046
2835,t2834,n2835,2,0.7366675939916717
2836,t2835,n2836,4,0.3257150129918477
2837,t2836,n2837,2,0.13922248575459018
2838,t2837,n2838,3,0.5303512653471179
2839,t2838,n2839,3,0.05084357528525596
2840,t2839,n2840,3,0.05624556162271832
2841,t2840,n2841,2,0.3586852020196529
2842,t2841,n2842,3,0.38370884566308583
2843,t2842,n2843,2,0.3015785013627743
2844,t2843,n2844,7,0.8558639730743455
2845,t2844,n2845,4,0.8176485183028365
2846,t2845,n2846,4,0.45203591088788964
2847,t2846,n2847,6,0.591455329993072
2848,t2847,n2848,6,0.4776955443141472
2849,t2848,n2849,3,0.3985845060324793
2850,t2849,n2850,2,0.37239409058789996
2851,t2850,n2851,2,0.9472894844448656
2852,t2851,n2852,5,0.5130162887912413
2853,t2852,n2853,3,0.23623704316555316
2854,t2853,n2854,3,0.9921110679545403
2855,t2854,n2855,2,0.10115738383299333
2856,t2855,n2856,4,0.39894861698027073
2857,t2856,n2857,4,0.24310377345896272
2858,t2857,n2858,5,0.26827649560316325
2859,t2858,n2859,2,0.5675931970752085
2860,t2859,n2860,9,0.9922197717472295
2861,t2860,n2861,3,0.39589554960847884
2862,t2861,n2862,2,0.6707336494783811
2863,t2862,n2863,3,0.21629661951216028
2864,t2863,n2864,3,0.4058601152515342
2865,t2864,n2865,2,0.11765699198828694
2866,t2865,n2866,3,0.41703472690145516
2867,t2866,n2867,2,0.07267512098079332
2868,t2867,n2868,3,0.7538934924825241
2869,t2868,n2869,4,0.6993786468438736
2870,t2869,n2870,4,0.6482409703129489
2871,t2870,n2871,5,0.84901267936423
2872,t2871,n2872,3,0.26417554919294717
2873,t2872,n2873,3,0.6158378405516375
2874,t2873,n2874,2,0.1762219705478716
2875,t2874,n2875,5,0.7953392284417276
2876,t2875,n2876,3,0.42984339211751255
2877,t2876,n2877,3,0.12189939268076688
2878,t2877,n2878,3,0.7675485944374597
2879,t2878,n2879,2,0.5298823039137724
2880,t2879,n2880,10,0.5907711620224485
2881,t2880,n2881,2,0.003501729965568967
2882,t2881,n2882,2,0.7957745141942901
2883,t2882,n2883,4,0.48668487529153004
2884,t2883,n2884,2,0.03177411725583945
2885,t2884,n2885,2,0.4817663251016556
2886,t2885,n2886,8,0.7994239247116208
2887,t2886,n2887,8,0.9982705481809118
2888,t2887,n2888,3,0.5766443810234395
2889,t2888,n2889,2,0.3009770243773173
2890,t2889,n2890,2,0.004524931565270007
2891,t2890,n2891,19,0.957534117882274
2892,t2891,n2892,3,0.22756508247425677
2893,t2892,n2893,2,0.024096539901562575
2894,t2893,n2894,3,0.12828882031782185
2895,t2894,n2895,2,0.10393353829293639
2896,t2895,n2896,2,0.31318956827111744
2897,t2896,n2897,4,0.8733063823647995
2898,t2897,n2898,9,0.6678318134973444
2899,t2898,n2899,2,0.22362122756621305
2900,t2899,n2900,2,0.08751303646212083
2901,t2900,n2901,4,0.582141922831172
2902,t2901,n2902,3,0.2544451426557379
2903,t2902,n2903,4,0.23484253673148703
2904,t2903,n2904,2,0.9104578663678377
2905,t2904,n2905,2,0.3384630132423373
2906,t2905,n2906,2,0.14500722720302595
2907,t2906,n2907,3,0.26717134540384524
2908,t2907,n2908,2,0.0732989782924024
2909,t2908,n2909,5,0.7771095758435189
2910,t2909,n2910,3,0.377408526439691
2911,t2910,n2911,3,0.3064718657192176
2912,t2911,n2912,3,0.7556627022259137
2913,t2912,n2913,2,0.7773159194155338
2914,t2913,n2914,3,0.4395922713561575
2915,t2914,n2915,2,0.4314358717240432
2916,t2915,n2916,4,0.9193297714134199
2917,t2916,n2917,2,0.321861852409403
2918,t2917,n2918,6,0.8927907196573001
2919,t2918,n2919,6,0.8771954613250416
2920,t2919,n2920,4,0.5793824416182123
2921,t2920,n2921,2,0.4743088341165844
2922,t2921,n2922,2,0.3924558063202126
2923,t2922,n2923,3,0.46949005919481224
2924,t2923,n2924,2,0.6830144571066432
2925,t2924,n2925,2,0.4993013188208275
2926,t2925,n2926,3,0.5902159398368325
2927,t2926,n2927,2,0.1633342205776609
2928,t2927,n2928,2,0.23636534835385314
2929,t2928,n2929,2,0.3273324327042667
2930,t2929,n2930,2,0.643330985352939
2931,t2930,n2931,2,0.7693187787361072
2932,t2931,n2932,2,0.06133692731813689
2933,t2932,n2933,4,0.39185018662705695
2934,t2933,n2934,3,0.4849770421359919
2935,t2934,n2935,3,0.6249698350745501
2936,t2935,n2936,2,0.1898874060678739
2937,t2936,n2937,4,0.7900502460705269
2938,t2937,n2938,3,0.8161613982759675
2939,t2938,n2939,4,0.5047060997441938
2940,t2939,n2940,2,0.11299497790081736
2941,t2940,n2941,2,0.05132286810341702
2942,t2941,n2942,4,0.4120548694730506
2943,t2942,n2943,4,0.5419613746095706
2944,t2943,n2944,4,0.8338940970953568
2945,t2944,n2945,6,0.926113625628482
2946,t2945,n2946,4,0.6301749815975775
2947,t2946,n2947,4,0.7408501608677146
2948,t2947,n2948,2,0.0041149852684377874
2949,t2948,n2949,2,0.27029131083768854
2950,t2949,n2950,3,0.42634962974513635
2951,t2950,n2951,2,0.845068971877857
2952,t2951,n2952,3,0.9091475164156848
2953,t2952,n2953,4,0.4539384972539643
2954,t2953,n2954,3,0.6026891651604935
2955,t2954,n2955,2,0.12036117336742425
2956,t2955,n2956,2,0.2836165216152806
2957,t2956,n2957,7,0.7138486537523663
2958,t2957,n2958,4,0.9612154885057141
2959,t2958,n2959,3,0.8528440657060029
2960,t2959,n2960,3,0.34974270944427566
2961,t2960,n2961,3,0.5192096006734047
2962,t2961,n2962,2,0.0341792891986763
2963,t2962,n2963,3,0.6200771038356019
2964,t2963,n2964,2,0.6208751614604009
2965,t2964,n2965,2,0.4783945128801639
2966,t2965,n2966,6,0.9681280211870116
2967,t2966,n2967,3,0.7074104856259484
2968,t2967,n2968,2,0.04882445731683405
2969,t2968,n2969,3,0.23574650098279026
2970,t2969,n2970,5,0.23919675523606954
2971,t2970,n2971,2,0.10985670209478327
2972,t2971,n2972,3,0.3718137329639398
2973,t2972,n2973,4,0.5300685305694275
2974,t2973,n2974,2,0.1931553002086671
2975,t2974,n2975,2,0.6853095638048431
2976,t2975,n2976,2,0.9370504795094391
2977,t2976,n2977,2,0.3999168386265366
2978,t2977,n2978,2,0.8933400603357086
2979,t2978,n2979,5,0.48686309138294526
2980,t2979,n2980,2,0.06841634726069135
2981,t2980,n2981,3,0.7535063951062246
2982,t2981,n2982,3,0.2785390241618597
2983,t2982,n2983,4,0.3276279931349916
2984,t2983,n2984,5,0.3056149918853365
2985,t2984,n2985,7,0.9181129368827091
2986,t2985,n2986,3,0.38938026734971254
2987,t2986,n2987,2,0.002248264928487509
2988,t2987,n2988,2,0.005612817421933092
2989,t2988,n2989,5,0.9653750204662565
2990,t2989,n2990,3,0.7116232124328156
2991,t2990,n2991,3,0.7169910552836699
2992,t2991,n2992,3,0.5436158992117192
2993,t2992,n2993,3,0.6074801897812278
2994,t2993,n2994,2,0.5449572160269796
2995,t2994,n2995,2,0.9034384319423876
2996,t2995,n2996,4,0.6638223205124612
2997,t2996,n2997,3,0.5433574180623234
2998,t2997,n2998,5,0.7742293486302663
2999,t2998,n2999,2,0.36715818976882686
3000,t2999,n3000,2,0.429214380016933
3001,t3000,n3001,2,0.40342637301643036
3002,t3001,n3002,12,0.8851160952547327
3003,t3002,n3003,2,0.33018993525731
3004,t3003,n3004,3,0.5143744057269704
3005,t3004,n3005,2,0.59380368551722
3006,t3005,n3006,4,0.882975448796041
3007,t3006,n3007,3,0.5682878222093266
3008,t3007,n3008,3,0.48931840827147055
3009,t3008,n3009,2,0.043196115387096
3010,t3009,n3010,3,0.31391618337464233
3011,t3010,n3011,2,0.0028954741686918473
3012,t3011,n3012,2,0.018609485342316878
3013,t3012,n3013,2,0.8314607717163038
3014,t3013,n3014,4,0.8704838673264238
3015,t3014,n3015,5,0.7767570304415313
3016,t3015,n3016,3,0.476559067701963
3017,t3016,n3017,3,0.7214051009629037
3018,t3017,n3018,2,0.3237312809132793
3019,t3018,n3019,2,0.15832835563084746
3020,t3019,n3020,2,0.13965924203195368
3021,t3020,n3021,5,0.9404319835742362
3022,t3021,n3022,5,0.9320230984065745
3023,t3022,n3023,4,0.7004164025857313
3024,t3023,n3024,2,0.15682251858153573
3025,t3024,n3025,2,0.03694342111476334
3026,t3025,n3026,3,0.320775243378948
3027,t3026,n3027,5,0.5941348638482048
3028,t3027,n3028,5,0.7463575856667486
3029,t3028,n3029,3,0.7941636686237782
3030,t3029,n3030,3,0.5805090263092128
3031,t3030,n3031,2,0.8791755428663538
3032,t3031,n3032,2,0.018179446602114013
3033,t3032,n3033,4,0.8119333185193817
3034,t3033,n3034,5,0.9714593621196244
3035,t3034,n3035,2,0.5597770104032844
3036,t3035,n3036,2,0.11487304293011535
3037,t3036,n3037,3,0.05408998430759593
3038,t3037,n3038,3,0.4880894324369326
3039,t3038,n3039,2,0.5602064776142475
3040,t3039,n3040,2,0.368936457976516
3041,t3040,n3041,2,0.4708284334712616
3042,t3041,n3042,3,0.772916024942739
3043,t3042,n3043,2,0.72739147681359
3044,t3043,n3044,2,0.031995200819378344
3045,t3044,n3045,2,0.3216948961233882
3046,t3045,n3046,4,0.3003430720837047
3047,t3046,n3047,3,0.3813609312654407
3048,t3047,n3048,3,0.11421244042781364
3049,t3048,n3049,3,0.3974760195767245
3050,t3049,n3050,6,0.5769444361598055
3051,t3050,n3051,3,0.7379577198299334
3052,t3051,n3052,4,0.5184817939316065
3053,t3052,n3053,2,0.0552180280672967
3054,t3053,n3054,6,0.8283267515523064
3055,t3054,n3055,5,0.6280076031774491
3056,t3055,n3056,2,0.8062557058022621
3057,t3056,n3057,3,0.3211638219694608
3058,t3057,n3058,3,0.8079986104337905
3059,t3058,n3059,2,0.038924372260614626
3060,t3059,n3060,3,0.5235192984687286
3061,t3060,n3061,3,0.5703880691643078
3062,t3061,n3062,2,0.9275439219390441
3063,t3062,n3063,3,0.31861090294374206
3064,t3063,n3064,3,0.5140226652140063
3065,t3064,n3065,2,0.012090855590109917
3066,t3065,n3066,2,0.8218910045833409
3067,t3066,n3067,7,0.9708844841225953
3068,t3067,n3068,6,0.3243276702966168
3069,t3068,n3069,2,0.09977863353566241
3070,t3069,n3070,3,0.5868484295185383
3071,t3070,n3071,2,0.46903003577878355
3072,t3071,n3072,2,0.08479909063042057
3073,t3072,n3073,2,0.17362280553300302
3074,t3073,n3074,2,0.3723758706358369
3075,t3074,n3075,2,0.5463782439198135
3076,t3075,n3076,4,0.4874490976659932
3077,t3076,n3077,7,0.6683715273318068
3078,t3077,n3078,2,0.10986083316376227
3079,t3078,n3079,2,0.24779831515421546
3080,t3079,n3080,2,0.06996536773045292
3081,t3080,n3081,2,0.10251708475273713
3082,t3081,n3082,2,0.8941987953792543
3083,t3082,n3083,2,0.672659567874989
3084,t3083,n3084,2,0.6136289849544638
3085,t3084,n3085,2,0.06620695138062627
3086,t3085,n3086,6,0.8679546995242425
3087,t3086,n3087,2,0.5043979313610782
3088,t3087,n3088,3,0.30704749870665893
3089,t3088,n3089,2,0.8127229815250242
3090,t3089,n3090,3,0.8469844945871954
3091,t3090,n3091,5,0.70668527942036
3092,t3091,n3092,2,0.04671609476204863
3093,t3092,n3093,3,0.4094917125458909
3094,t3093,n3094,8,0.9853978145990977
3095,t3094,n3095,3,0.9251223489944614
3096,t3095,n3096,3,0.21299752030964003
3097,t3096,n3097,5,0.979797485079492
3098,t3097,n3098,2,0.04838288963113424
3099,t3098,n3099,5,0.5518108052265516
3100,t3099,n3100,4,0.16084973886666187
3101,t3100,n3101,6,0.8257594640561399
3102,t3101,n3102,3,0.863415496713938
3103,t3102,n3103,3,0.7655008709477181
3104,t3103,n3104,3,0.33906673991911374
3105,t3104,n3105,2,0.5527135326184149
3106,t3105,n3106,2,0.13940760949120734
3107,t3106,n3107,4,0.5880780956255027
3108,t3107,n3108,5,0.7811019617352981
3109,t3108,n3109,2,0.599530930798042
3110,t3109,n3110,2,0.13686008740222078
3111,t3110,n3111,2,0.3447253694380289
3112,t3111,n3112,2,0.8943504960758853
3113,t3112,n3113,5,0.6142306322311433
3114,t3113,n3114,8,0.6805855966485971
3115,t3114,n3115,3,0.7536564293309842
3116,t3115,n3116,3,0.6409767479891685
3117,t3116,n3117,2,0.45492533152830206
3118,t3117,n3118,3,0.936061696984163
3119,t3118,n3119,4,0.7261798254229739
3120,t3119,n3120,2,0.11406738079951195
3121,t3120,n3121,2,0.5573787376694872
3122,t3121,n3122,2,0.8059725787960375
3123,t3122,n3123,2,0.7120051969666691
3124,t3123,n3124,2,0.1443005979208305
3125,t3124,n3125,2,0.06731895177265301
3126,t3125,n3126,2,0.03611743441257764
3127,t3126,n3127,4,0.48458960022573605
3128,t3127,n3128,4,0.8566247408532364
3129,t3128,n3129,2,0.07865662825440456
3130,t3129,n3130,2,0.0626850852663785
3131,t3130,n3131,2,0.24055713486787056
3132,t3131,n3132,2,0.8722162009798673
3133,t3132,n3133,11,0.8400632277501365
3134,t3133,n3134,8,0.5579029805004714
3135,t3134,n3135,2,0.09749961519348171
3136,t3135,n3136,2,0.1633064020350259
3137,t3136,n3137,7,0.9399680689256358
3138,t3137,n3138,3,0.7748533460355121
3139,t3138,n3139,9,0.9845521111079185
3140,t3139,n3140,4,0.5267276496345213
3141,t3140,n3141,3,0.9896089709065958
3142,t3141,n3142,5,0.9892719372489861
3143,t3142,n3143,2,0.14250660896886502
3144,t3143,n3144,5,0.9276783400187876
3145,t3144,n3145,2,0.07860283706891247
3146,t3145,n3146,2,0.19812800258863594
3147,t3146,n3147,4,0.5311606563737092
3148,t3147,n3148,2,0.9002744159886308
3149,t3148,n3149,2,0.0263891392248522
3150,t3149,n3150,2,0.18743226186732354
3151,t3150,n3151,2,0.3169490294621137
3152,t3151,n3152,4,0.7266960582225477
3153,t3152,n3153,2,0.07663570488908344
3154,t3153,n3154,3,0.8529221027893308
3155,t3154,n3155,2,0.15771853141361403
3156,t3155,n3156,3,0.8178704837606127
3157,t3156,n3157,2,0.18859520853478307
3158,t3157,n3158,2,0.12911236855875274
3159,t3158,n3159,6,0.589127253333548
3160,t3159,n3160,2,0.19238917242827502
3161,t3160,n3161,3,0.9735655555334723
3162,t3161,n3162,2,0.46850140624361536
3163,t3162,n3163,2,0.06452992338738706
3164,t3163,n3164,2,0.9372800240443105
3165,t3164,n3165,3,0.7580615103663151
3166,t3165,n3166,3,0.8849622203659656
3167,t3166,n3167,4,0.649943903690008
3168,t3167,n3168,4,0.8150117479039471
3169,t3168,n3169,2,0.9984247643118013
3170,t3169,n3170,3,0.47130522821127097
3171,t3170,n3171,2,0.5552913908831014
3172,t3171,n3172,2,0.45425168258563
3173,t3172,n3173,5,0.9967839168137186
3174,t3173,n3174,4,0.46172637828734664
3175,t3174,n3175,2,0.2437062862979027
3176,t3175,n3176,8,0.6825465086565673
3177,t3176,n3177,5,0.7095214123429635
3178,t3177,n3178,3,0.6621822866364995
3179,t3178,n3179,4,0.46571632213377356
3180,t3179,n3180,2,0.01984328962350046
3181,t3180,n3181,5,0.741478993849794
3182,t3181,n3182,2,0.7394763893840661
3183,t3182,n3183,2,0.061862432501029296
3184,t3183,n3184,2,0.17855198193761745
3185,t3184,n3185,4,0.938718644445576
3186,t3185,n3186,2,0.07818885919153395
3187,t3186,n3187,2,0.3594238887866441
3188,t3187,n3188,5,0.883212891590854
3189,t3188,n3189,2,0.23390086588288728
3190,t3189,n3190,3,0.7999365241208376
3191,t3190,n3191,2,0.023385359690747065
3192,t3191,n3192,3,0.7957814120466502
3193,t3192,n3193,13,0.8442476532881721
3194,t3193,n3194,2,0.04965324102466018
3195,t3194,n3195,5,0.8122955976351056
3196,t3195,n3196,3,0.676373438225792
3197,t3196,n3197,4,0.4789669444796504
3198,t3197,n3198,2,0.32440317805068863
3199,t3198,n3199,5,0.6047205120312746
3200,t3199,n3200,6,0.9476698447898301
3201,t3200,n3201,2,0.12561737014293917
3202,t3201,n3202,2,0.09260232551860281
3203,t3202,n3203,2,0.14410128147076118
3204,t3203,n3204,2,0.22433708672789354
3205,t3204,n3205,3,0.17050474076473365
3206,t3205,n3206,4,0.3302759676497833
3207,t3206,n3207,8,0.7007705477538116
3208,t3207,n3208,2,0.21165926984638417
3209,t3208,n3209,2,0.14164174371323934
3210,t3209,n3210,4,0.34100355460213017
3211,t3210,n3211,8,0.6225013869322295
3212,t3211,n3212,5,0.5706865539378336
3213,t3212,n3213,3,0.06326846551844789
3214,t3213,n3214,3,0.33215387619446823
3215,t3214,n3215,3,0.211545372720227
3216,t3215,n3216,2,0.055077206303417725
3217,t3216,n3217,2,0.8324594995195232
3218,t3217,n3218,2,0.2506289381209674
3219,t3218,n3219,2,0.4290877038283526
3220,t3219,n3220,2,0.4621215458219293
3221,t3220,n3221,2,0.7091733956122821
3222,t3221,n3222,2,0.5256966161521228
3223,t3222,n3223,2,0.6639159052274679
3224,t3223,n3224,2,0.15352584242330602
3225,t3224,n3225,3,0.8001461761005807
3226,t3225,n3226,3,0.7616975294263508
3227,t3226,n3227,2,0.17346958695877057
3228,t3227,n3228,3,0.64611839013993
3229,t3228,n3229,4,0.2314799833126916
3230,t3229,n3230,2,0.9004029862248449
3231,t3230,n3231,3,0.6348570992291906
3232,t3231,n3232,2,0.11111142274474384
3233,t3232,n3233,3,0.4859318806202837
3234,t3233,n3234,2,0.09674053789263903
3235,t3234,n3235,3,0.34636652331494433
3236,t3235,n3236,2,0.2730288109240403
3237,t3236,n3237,6,0.44433939430044334
3238,t3237,n3238,3,0.18732910502279232
3239,t3238,n3239,2,0.4871071912236533
3240,t3239,n3240,3,0.43619590063881875
3241,t3240,n3241,2,0.2773761407944597
3242,t3241,n3242,7,0.9501416042856936
3243,t3242,n3243,5,0.7491811373595806
3244,t3243,n3244,2,0.15383575332057642
3245,t3244,n3245,3,0.8707877177794707
3246,t3245,n3246,6,0.5418086478211688
3247,t3246,n3247,3,0.7807948368885655
3248,t3247,n3248,2,0.428564701687672
3249,t3248,n3249,2,0.014084510464213218
3250,t3249,n3250,8,0.8656725193644775
3251,t3250,n3251,2,0.6192829278921036
3252,t3251,n3252,2,0.10611499893838028
3253,t3252,n3253,4,0.9040818905138936
3254,t3253,n3254,3,0.04914677438561443
3255,t3254,n3255,2,0.17595298916910618
3256,t3255,n3256,5,0.19318101306416913
3257,t3256,n3257,3,0.7327112693310022
3258,t3257,n3258,2,0.688501135347734
3259,t3258,n3259,6,0.9333775525137584
3260,t3259,n3260,5,0.15994847058507455
3261,t3260,n3261,2,0.5120744951581025
3262,t3261,n3262,2,0.2451152892684213
3263,t3262,n3263,2,0.029823355269128493
3264,t3263,n3264,6,0.6860718940806102
3265,t3264,n3265,4,0.6079531953118865
3266,t3265,n3266,3,0.998859545576436
3267,t3266,n3267,19,0.8585270471869777
3268,t3267,n3268,5,0.7492890728439608
3269,t3268,n3269,2,0.19172175112296508
3270,t3269,n3270,2,0.3090827625915604
3271,t3270,n3271,2,0.028474816363655453
3272,t3271,n3272,2,0.003910951439850097
3273,t3272,n3273,3,0.32923995684486307
3274,t3273,n3274,4,0.8593047571897842
3275,t3274,n3275,3,0.9863434560102115
3276,t3275,n3276,2,0.11333688229397132
3277,t3276,n3277,4,0.7271520394363512
3278,t3277,n3278,3,0.6450908946135598
3279,t3278,n3279,2,0.4728375259689601
3280,t3279,n3280,2,0.9539326435368071
3281,t3280,n3281,2,0.3809723758138901
3282,t3281,n3282,2,0.062007055678148904
3283,t3282,n3283,2,0.5678019490023808
3284,t3283,n3284,2,0.5774226169290356
