,t,label,d,f
60,t59,n60,8,0.34750437860230143
61,t60,n61,63,0.7486765636599966
62,t61,n62,28,0.7181898467281712
63,t62,n63,15,0.5027571495299438
64,t63,n64,47,0.7315238027008285
65,t64,n65,2,0.006811678022646261
66,t65,n66,12,0.5922313638483941
67,t66,n67,7,0.3293023508228389
68,t67,n68,59,0.8552847254710954
69,t68,n69,21,0.84372995290223
70,t69,n70,28,0.671330090403511
71,t70,n71,7,0.3589975396225199
72,t71,n72,51,0.9032874761934873
73,t72,n73,5,0.1401304859811423
74,t73,n74,4,0.22325740727328247
75,t74,n75,14,0.4569683484015168
76,t75,n76,12,0.2726531109831275
77,t76,n77,4,0.211614621422078
78,t77,n78,80,0.705929291389803
79,t78,n79,24,0.6683341910011772
80,t79,n80,5,0.4217766215977432
81,t80,n81,2,0.2748049564973227
82,t81,n82,210,0.8762600391485778
83,t82,n83,4,0.051587992306270425
84,t83,n84,70,0.9011371900170262
85,t84,n85,7,0.9593840124503769
86,t85,n86,10,0.6193076612251064
87,t86,n87,7,0.40211652918499763
88,t87,n88,4,0.07212166006329279
89,t88,n89,49,0.812673492753425
90,t89,n90,52,0.9640316225181815
91,t90,n91,4,0.2583728211811509
92,t91,n92,30,0.5647370196660159
93,t92,n93,12,0.8956427517579043
94,t93,n94,22,0.7970034558231501
95,t94,n95,5,0.302666231612051
96,t95,n96,160,0.9316996375839857
97,t96,n97,71,0.9262226670374166
98,t97,n98,25,0.5741547631712853
99,t98,n99,3,0.6745938994967531
100,t99,n100,3,0.6640405064786754
101,t100,n101,10,0.5565711913048906
102,t101,n102,7,0.5022638518831545
103,t102,n103,11,0.5546642854742094
104,t103,n104,2,0.004179770310711484
105,t104,n105,5,0.4235951174997714
106,t105,n106,2,0.16600647388845802
107,t106,n107,4,0.44829487349823094
108,t107,n108,2,0.06055322301785093
109,t108,n109,8,0.40877727711286593
110,t109,n110,21,0.7871984757567065
111,t110,n111,86,0.9732053521139176
112,t111,n112,12,0.7074968013233852
113,t112,n113,134,0.961813333212317
114,t113,n114,73,0.912749369522387
115,t114,n115,43,0.8299098214788769
116,t115,n116,14,0.37750392855649173
117,t116,n117,25,0.7382800889196244
118,t117,n118,2,0.3658600057129143
119,t118,n119,5,0.2550323302442178
120,t119,n120,3,0.7522383353724355
121,t120,n121,4,0.18600114264575462
122,t121,n122,14,0.4471213986126481
123,t122,n123,6,0.7817948031608063
124,t123,n124,9,0.45733447686689643
125,t124,n125,10,0.6577488294137399
126,t125,n126,12,0.8432577642623343
127,t126,n127,10,0.3494966839840574
128,t127,n128,4,0.23665787657438797
129,t128,n129,3,0.19233732265429748
130,t129,n130,5,0.5804842817437886
131,t130,n131,18,0.4107417701811308
132,t131,n132,5,0.18996248278747918
133,t132,n133,46,0.8308902058333257
134,t133,n134,3,0.6087712616277744
135,t134,n135,38,0.929024048363882
136,t135,n136,2,0.21840041245822173
137,t136,n137,8,0.4923367656659391
138,t137,n138,15,0.40533278934369954
139,t138,n139,7,0.21127047760329665
140,t139,n140,16,0.7805102878726901
141,t140,n141,2,0.18604870740229817
142,t141,n142,7,0.2366610272969205
143,t142,n143,11,0.6252379281854824
144,t143,n144,3,0.06141975192308757
145,t144,n145,14,0.5242550780781223
146,t145,n146,15,0.9399911329614858
147,t146,n147,8,0.5114398747422422
148,t147,n148,7,0.6929399440625824
149,t148,n149,2,0.014247062553176648
150,t149,n150,5,0.37914312612571666
151,t150,n151,14,0.5029105734367836
152,t151,n152,3,0.4092357068443099
153,t152,n153,2,0.014021247163793382
154,t153,n154,4,0.28295062845139807
155,t154,n155,46,0.9350218607775365
156,t155,n156,3,0.3102926398546372
157,t156,n157,53,0.5757524055737934
158,t157,n158,2,0.042690049957703646
159,t158,n159,17,0.8941266252461494
160,t159,n160,25,0.9645473643596904
161,t160,n161,5,0.5361316654621857
162,t161,n162,19,0.671991537996094
163,t162,n163,2,0.6184627304184875
164,t163,n164,22,0.45430909307708456
165,t164,n165,10,0.3144427338377651
166,t165,n166,35,0.8768910025617811
167,t166,n167,10,0.5832194666788
168,t167,n168,28,0.9413708627580737
169,t168,n169,10,0.3662433937592432
170,t169,n170,2,0.2983930879069543
171,t170,n171,7,0.3793876301026421
172,t171,n172,2,0.05281352306473153
173,t172,n173,3,0.15083445306363208
174,t173,n174,10,0.23361051509812758
175,t174,n175,92,0.728356380628624
176,t175,n176,3,0.1904864537521912
177,t176,n177,11,0.3322410254200189
178,t177,n178,21,0.38480080767482183
179,t178,n179,17,0.5392052923573762
180,t179,n180,9,0.592062509689858
181,t180,n181,4,0.30024183437938123
182,t181,n182,2,0.23783605329026158
183,t182,n183,2,0.04110811423827321
184,t183,n184,24,0.9348471438531865
185,t184,n185,8,0.5247983015345056
186,t185,n186,9,0.3733035104154009
187,t186,n187,3,0.09672842688778183
188,t187,n188,2,0.31599141565140776
189,t188,n189,23,0.8751923804089752
190,t189,n190,14,0.9650841922092702
191,t190,n191,116,0.9569441933468146
192,t191,n192,5,0.1355621936310254
193,t192,n193,2,0.11278577135397383
194,t193,n194,12,0.8156616980357929
195,t194,n195,7,0.5189137367506557
196,t195,n196,43,0.9389139778064441
197,t196,n197,14,0.7979046406651922
198,t197,n198,14,0.44658812577700957
199,t198,n199,10,0.321329803656085
200,t199,n200,5,0.3412406820693714
201,t200,n201,22,0.6959387282607603
202,t201,n202,21,0.9374286096474623
203,t202,n203,54,0.8423638864924846
204,t203,n204,2,0.13192961197352293
205,t204,n205,2,0.013912408576093327
206,t205,n206,84,0.9876578269348419
207,t206,n207,2,0.04271041110717244
208,t207,n208,25,0.9548399052030617
209,t208,n209,9,0.6128014258657063
210,t209,n210,2,0.3016307207941502
211,t210,n211,54,0.9089865415996907
212,t211,n212,10,0.6103672842305868
213,t212,n213,14,0.6477709470192118
214,t213,n214,5,0.9253560559537246
215,t214,n215,2,0.6934956782159247
216,t215,n216,8,0.34983209552734584
217,t216,n217,9,0.6615810017462723
218,t217,n218,4,0.39192415507400113
219,t218,n219,4,0.2690644377433351
220,t219,n220,2,0.3132258492595533
221,t220,n221,14,0.6503027881081764
222,t221,n222,2,0.23757558764714193
223,t222,n223,37,0.8358806182915092
224,t223,n224,29,0.8271320926792126
225,t224,n225,23,0.8331385384438117
226,t225,n226,26,0.8292667970883126
227,t226,n227,2,0.014681499537887
228,t227,n228,2,0.10344097297672239
229,t228,n229,60,0.9539733956823465
230,t229,n230,38,0.5994324182840779
231,t230,n231,54,0.9332650435289558
232,t231,n232,3,0.06113114586116064
233,t232,n233,9,0.3011823919419069
234,t233,n234,10,0.708910423937037
235,t234,n235,31,0.6583465665431613
236,t235,n236,3,0.4829496202605763
237,t236,n237,12,0.5755302388130964
238,t237,n238,9,0.6247326118467236
239,t238,n239,6,0.2753392796019327
240,t239,n240,3,0.1789565739137874
241,t240,n241,13,0.6187331925239968
242,t241,n242,2,0.12511144185893153
243,t242,n243,18,0.7057705394973078
244,t243,n244,14,0.39996578891983836
245,t244,n245,20,0.8439593645425507
246,t245,n246,2,0.033420627133590286
247,t246,n247,16,0.7111750080921174
248,t247,n248,23,0.6390872113084393
249,t248,n249,4,0.4548631519448535
250,t249,n250,20,0.8828838780236916
251,t250,n251,8,0.6994861956985889
252,t251,n252,4,0.6320572250619062
253,t252,n253,8,0.33498009884281865
254,t253,n254,10,0.5630634219053721
255,t254,n255,17,0.7936264299270055
256,t255,n256,16,0.5648257892384074
257,t256,n257,9,0.6666874666328323
258,t257,n258,2,0.006468715705095995
259,t258,n259,28,0.9739268162715806
260,t259,n260,19,0.9670070263442656
261,t260,n261,4,0.15402656446780583
262,t261,n262,2,0.15138694372230377
263,t262,n263,3,0.2238868762787154
264,t263,n264,12,0.6352209450265398
265,t264,n265,3,0.3976168771056663
266,t265,n266,17,0.7730950705749902
267,t266,n267,2,0.03185091684039365
268,t267,n268,16,0.4878480970150946
269,t268,n269,5,0.3372531233302537
270,t269,n270,3,0.09847266962360324
271,t270,n271,5,0.6831164426153831
272,t271,n272,8,0.3533767959185996
273,t272,n273,3,0.31180754544359346
274,t273,n274,8,0.17090854299821423
275,t274,n275,8,0.6319452649435755
276,t275,n276,9,0.6325000710982426
277,t276,n277,10,0.6535964197551861
278,t277,n278,4,0.23047337223854325
279,t278,n279,18,0.7700443767106567
280,t279,n280,2,0.04191275423265706
281,t280,n281,26,0.9032127119313209
282,t281,n282,4,0.3086211470176323
283,t282,n283,18,0.9686666899317437
284,t283,n284,4,0.2776048632603949
285,t284,n285,11,0.6431992762604021
286,t285,n286,4,0.05257431175968519
287,t286,n287,13,0.7857183078717197
288,t287,n288,2,0.3295874130430637
289,t288,n289,7,0.2604392525538719
290,t289,n290,20,0.880939545115951
291,t290,n291,7,0.9480530742588623
292,t291,n292,11,0.6897128087348171
293,t292,n293,65,0.8673587265828093
294,t293,n294,3,0.44734021201260243
295,t294,n295,12,0.6181736079092249
296,t295,n296,8,0.1948228954424862
297,t296,n297,3,0.2894698430323164
298,t297,n298,6,0.4651239124183777
299,t298,n299,11,0.8000129946585325
300,t299,n300,50,0.9220169274493091
301,t300,n301,3,0.4309585964906637
302,t301,n302,3,0.7164030973396831
303,t302,n303,2,0.19602494296087503
304,t303,n304,3,0.18835858081893142
305,t304,n305,12,0.5123718048075407
306,t305,n306,12,0.8285575546176925
307,t306,n307,20,0.9419606598643162
308,t307,n308,4,0.8371649819181572
309,t308,n309,31,0.9550261472931653
310,t309,n310,3,0.2514887512237982
311,t310,n311,12,0.48703452760645705
312,t311,n312,16,0.7661173203133566
313,t312,n313,21,0.5437073787100539
314,t313,n314,5,0.3519168989894711
315,t314,n315,4,0.4580247611981354
316,t315,n316,15,0.43070964110315146
317,t316,n317,2,0.23372740050494856
318,t317,n318,8,0.583344789503736
319,t318,n319,21,0.928886982840464
320,t319,n320,2,0.11036671614221982
321,t320,n321,7,0.637903575741202
322,t321,n322,2,0.08277586278876103
323,t322,n323,7,0.6753341206289785
324,t323,n324,4,0.4601699990190693
325,t324,n325,2,0.08379895849790042
326,t325,n326,3,0.2858181198533213
327,t326,n327,4,0.50753845948967
328,t327,n328,16,0.7491225214963203
329,t328,n329,3,0.2865966188188982
330,t329,n330,36,0.7947307538332736
331,t330,n331,2,0.059055735527996145
332,t331,n332,70,0.9876854849856589
333,t332,n333,20,0.9158292308091599
334,t333,n334,7,0.7222760629415238
335,t334,n335,16,0.7561421139950036
336,t335,n336,2,0.007596837942449142
337,t336,n337,37,0.8037343853991897
338,t337,n338,22,0.9447564468592504
339,t338,n339,8,0.9399568040364306
340,t339,n340,7,0.3535795973539515
341,t340,n341,3,0.21781480554008537
342,t341,n342,8,0.715927364806078
343,t342,n343,11,0.9060141780763836
344,t343,n344,7,0.7142524893471779
345,t344,n345,20,0.7700203010806356
346,t345,n346,4,0.18198088777176813
347,t346,n347,3,0.4228369607138074
348,t347,n348,6,0.5269640221813631
349,t348,n349,2,0.0364796725820673
350,t349,n350,3,0.010563542910684731
351,t350,n351,31,0.7018263067237246
352,t351,n352,15,0.44172376949004455
353,t352,n353,6,0.4841393283178389
354,t353,n354,19,0.5863249498474467
355,t354,n355,39,0.8467552808146139
356,t355,n356,2,0.3163551050132265
357,t356,n357,19,0.9970179285982043
358,t357,n358,7,0.620802374784602
359,t358,n359,6,0.5336687865509723
360,t359,n360,2,0.24202265043825089
361,t360,n361,52,0.8404975374300258
362,t361,n362,12,0.958984315449031
363,t362,n363,28,0.8470351746621619
364,t363,n364,17,0.8898005946229217
365,t364,n365,7,0.3856934592566792
366,t365,n366,5,0.19110029278572727
367,t366,n367,7,0.3149471173334254
368,t367,n368,12,0.7426180300029587
369,t368,n369,4,0.4691649658075142
370,t369,n370,5,0.23276517028533972
371,t370,n371,32,0.7861856481208568
372,t371,n372,2,0.0019539218167663464
373,t372,n373,6,0.8358521136483299
374,t373,n374,33,0.6914709989672158
375,t374,n375,6,0.19226968606163242
376,t375,n376,9,0.4908924552926591
377,t376,n377,44,0.9007917274314091
378,t377,n378,6,0.8502604637409209
379,t378,n379,3,0.09675861646171302
380,t379,n380,7,0.5301251409472366
381,t380,n381,22,0.9932088164216456
382,t381,n382,3,0.24379372445421765
383,t382,n383,8,0.5869500960166681
384,t383,n384,23,0.6661099316202383
385,t384,n385,3,0.11115522207692918
386,t385,n386,22,0.8848327785299046
387,t386,n387,2,0.24609432696168876
388,t387,n388,4,0.30147669158708057
389,t388,n389,5,0.8271492160506508
390,t389,n390,6,0.15938867340668605
391,t390,n391,3,0.19302692758012407
392,t391,n392,8,0.7151922491397197
393,t392,n393,4,0.304850886352236
394,t393,n394,18,0.7546682115188438
395,t394,n395,30,0.7778464774974725
396,t395,n396,5,0.19614593294008675
397,t396,n397,3,0.20039385468454152
398,t397,n398,23,0.8493422831676308
399,t398,n399,28,0.9539809792175648
400,t399,n400,5,0.5945448552304602
401,t400,n401,3,0.26289303185445123
402,t401,n402,4,0.3707831961952778
403,t402,n403,2,0.047339333085599455
404,t403,n404,2,0.10793781367941113
405,t404,n405,2,0.026741853066038823
406,t405,n406,25,0.9022752407024293
407,t406,n407,4,0.7069849365613549
408,t407,n408,3,0.19729834886175157
409,t408,n409,3,0.13613084838835277
410,t409,n410,2,0.11795931456178277
411,t410,n411,10,0.4910278892674219
412,t411,n412,9,0.6215849600654474
413,t412,n413,23,0.8130358407217086
414,t413,n414,3,0.2821285172060486
415,t414,n415,21,0.7537388091701427
416,t415,n416,11,0.7589289965116801
417,t416,n417,15,0.8250643874406712
418,t417,n418,28,0.8854446999056085
419,t418,n419,16,0.9775945367472373
420,t419,n420,27,0.8956943090783407
421,t420,n421,7,0.47472327568660055
422,t421,n422,2,0.1668714108412379
423,t422,n423,16,0.9449128112011638
424,t423,n424,10,0.7655483417715269
425,t424,n425,2,0.06585365538558052
426,t425,n426,18,0.9541350904674456
427,t426,n427,8,0.9168380755110267
428,t427,n428,18,0.6895320799146064
429,t428,n429,5,0.3815621482970126
430,t429,n430,9,0.637178617334307
431,t430,n431,2,0.06457076271126672
432,t431,n432,3,0.28381700610945315
433,t432,n433,24,0.7540813213830314
434,t433,n434,38,0.7923265077536733
435,t434,n435,6,0.34650742267136425
436,t435,n436,2,0.22422941518863926
437,t436,n437,8,0.3686846436760921
438,t437,n438,32,0.9455973956480483
439,t438,n439,4,0.42551708204710614
440,t439,n440,3,0.17663035763139268
441,t440,n441,7,0.5513341955803999
442,t441,n442,4,0.14785522370492332
443,t442,n443,15,0.7841651888015113
444,t443,n444,3,0.6052679248855872
445,t444,n445,8,0.40489532959132746
446,t445,n446,31,0.9030208758699343
447,t446,n447,6,0.12262648952546196
448,t447,n448,13,0.39461190691578885
449,t448,n449,19,0.721788661434647
450,t449,n450,6,0.6558325269885504
451,t450,n451,2,0.5512891242414671
452,t451,n452,2,0.4272865845110462
453,t452,n453,47,0.9788460577076598
454,t453,n454,19,0.8744687239631055
455,t454,n455,27,0.7854391612474031
456,t455,n456,9,0.5766614640817819
457,t456,n457,7,0.5518714569993709
458,t457,n458,12,0.7779787470012078
459,t458,n459,5,0.6538735853481799
460,t459,n460,24,0.9277259110133308
461,t460,n461,5,0.2821670695219577
462,t461,n462,17,0.6316199254212531
463,t462,n463,6,0.7395804256814267
464,t463,n464,2,0.025530428443516495
465,t464,n465,3,0.5017444725310843
466,t465,n466,4,0.569153391835543
467,t466,n467,23,0.8653826068664956
468,t467,n468,3,0.391552376537184
469,t468,n469,6,0.4713046038890054
470,t469,n470,17,0.5306791428645361
471,t470,n471,2,0.21938202828660258
472,t471,n472,44,0.7048174697557156
473,t472,n473,2,0.3412833002814599
474,t473,n474,2,0.4187034951519887
475,t474,n475,40,0.9788800532054364
476,t475,n476,13,0.7070737516859659
477,t476,n477,11,0.8459334117572485
478,t477,n478,2,0.07278747049754852
479,t478,n479,9,0.44375164683518153
480,t479,n480,20,0.8297058296435842
481,t480,n481,4,0.7341899359301738
482,t481,n482,4,0.14027919972273717
483,t482,n483,3,0.48624889663685655
484,t483,n484,3,0.2396847890033108
485,t484,n485,22,0.856159666937623
486,t485,n486,6,0.6240709961286233
487,t486,n487,23,0.9358194919511824
488,t487,n488,5,0.34211261248961755
489,t488,n489,3,0.16286242573894683
490,t489,n490,2,0.10689061579222559
491,t490,n491,18,0.9108586342533
492,t491,n492,14,0.6722698228874022
493,t492,n493,3,0.14611986009839317
494,t493,n494,3,0.3806592849973217
495,t494,n495,2,0.08996409413179351
496,t495,n496,2,0.17979521696661882
497,t496,n497,11,0.653827839369507
498,t497,n498,4,0.09396144173448973
499,t498,n499,2,0.08155086108559495
500,t499,n500,10,0.7338099762430161
501,t500,n501,5,0.7135493575336244
502,t501,n502,12,0.5335821746330378
503,t502,n503,6,0.36173879058768754
504,t503,n504,2,0.2123842393978259
505,t504,n505,2,0.029158568144394326
506,t505,n506,3,0.5779524070451891
507,t506,n507,2,0.29049084879927956
508,t507,n508,8,0.6330032622337274
509,t508,n509,2,0.420808854433381
510,t509,n510,2,0.1438979404199725
511,t510,n511,5,0.5090266537053002
512,t511,n512,16,0.6864950862293862
513,t512,n513,6,0.5892319442200449
514,t513,n514,2,0.09484986625615544
515,t514,n515,5,0.5293084536725748
516,t515,n516,4,0.5142164292776708
517,t516,n517,6,0.24870766335882655
518,t517,n518,12,0.9887611288426642
519,t518,n519,5,0.3775279974390173
520,t519,n520,2,0.06280883405377358
521,t520,n521,18,0.8333771082919655
522,t521,n522,8,0.9800964257559249
523,t522,n523,2,0.3415074325146096
524,t523,n524,4,0.788008841387961
525,t524,n525,10,0.8257895937223692
526,t525,n526,14,0.6126326859876737
527,t526,n527,3,0.42371956437011593
528,t527,n528,6,0.5174050367227154
529,t528,n529,4,0.08593211656797695
530,t529,n530,3,0.27032860643029255
531,t530,n531,2,0.32837818549740505
532,t531,n532,7,0.5186198112364563
533,t532,n533,5,0.5634492372837894
534,t533,n534,2,0.12052810365589939
535,t534,n535,11,0.7001893629063742
536,t535,n536,15,0.9598517266188457
537,t536,n537,3,0.2770136838721292
538,t537,n538,9,0.4324315915931819
539,t538,n539,26,0.8658387807438471
540,t539,n540,3,0.3128947128327504
541,t540,n541,4,0.09791667691588224
542,t541,n542,3,0.7170840129292843
543,t542,n543,38,0.9245228617480167
544,t543,n544,15,0.7414306759238652
545,t544,n545,2,0.28591766775430116
546,t545,n546,4,0.7067501614412817
547,t546,n547,2,0.08366319658940469
548,t547,n548,15,0.6841023458643909
549,t548,n549,6,0.4088969861335435
550,t549,n550,2,0.03452258016126897
551,t550,n551,23,0.7645021359679206
552,t551,n552,4,0.4173628514450355
553,t552,n553,4,0.4227125801999453
554,t553,n554,12,0.839959154075375
555,t554,n555,4,0.36880828853661884
556,t555,n556,8,0.47706363950056874
557,t556,n557,7,0.5171343726958979
558,t557,n558,3,0.7380230114830116
559,t558,n559,2,0.09831388411257702
560,t559,n560,2,0.11952982575719195
561,t560,n561,9,0.5182162798935752
562,t561,n562,2,0.5924085950888256
563,t562,n563,6,0.4213297251205711
564,t563,n564,19,0.7431118106697847
565,t564,n565,2,0.20441044414461962
566,t565,n566,2,0.2002150300024611
567,t566,n567,2,0.6269632611971391
568,t567,n568,12,0.8089838471013248
569,t568,n569,11,0.47949670539135836
570,t569,n570,6,0.4655473724668773
571,t570,n571,5,0.2674644020816711
572,t571,n572,2,0.08971590873497926
573,t572,n573,8,0.7735090824265809
574,t573,n574,4,0.11481574510852777
575,t574,n575,21,0.9358929015065368
576,t575,n576,2,0.28960231900857203
577,t576,n577,3,0.2154760693656922
578,t577,n578,35,0.9928481367998645
579,t578,n579,2,0.0018717144077451398
580,t579,n580,19,0.8420667206606605
581,t580,n581,8,0.8594106994726617
582,t581,n582,7,0.9726580825524253
583,t582,n583,2,0.07079315064939262
584,t583,n584,10,0.6862564820522425
585,t584,n585,6,0.8797042915829226
586,t585,n586,3,0.07423668439616249
587,t586,n587,9,0.33945210578349105
588,t587,n588,5,0.16238220589781138
589,t588,n589,2,0.036630417485014055
590,t589,n590,11,0.593528604371341
591,t590,n591,10,0.8651078715174738
592,t591,n592,2,0.38082420050154353
593,t592,n593,9,0.9192463239605274
594,t593,n594,2,0.24157800770173443
595,t594,n595,5,0.4865557912772258
596,t595,n596,2,0.002267486738278479
597,t596,n597,54,0.9936505270738669
598,t597,n598,13,0.9851377798093385
599,t598,n599,3,0.6055612007775298
600,t599,n600,4,0.3743921246787457
601,t600,n601,3,0.29746653021235614
602,t601,n602,3,0.7680644777835594
603,t602,n603,2,0.012087695778007279
604,t603,n604,13,0.6259247724808712
605,t604,n605,7,0.7603326741539426
606,t605,n606,3,0.9826163745037971
607,t606,n607,2,0.0027196855036659695
608,t607,n608,7,0.43710545201697626
609,t608,n609,28,0.7314305233517855
610,t609,n610,2,0.16883519799272928
611,t610,n611,4,0.5593368787047663
612,t611,n612,8,0.490007605481396
613,t612,n613,15,0.9012977705025629
614,t613,n614,6,0.45428172813290824
615,t614,n615,16,0.7902329316457531
616,t615,n616,3,0.1296658826188799
617,t616,n617,41,0.9025647399356551
618,t617,n618,2,0.2775333186551009
619,t618,n619,5,0.5499126837639134
620,t619,n620,2,0.3909980342693883
621,t620,n621,30,0.7262567546434721
622,t621,n622,2,0.001705504538994873
623,t622,n623,3,0.07259964034112909
624,t623,n624,3,0.7479813356320916
625,t624,n625,25,0.9475449967761467
626,t625,n626,4,0.10099429532864213
627,t626,n627,13,0.9598966462085378
628,t627,n628,4,0.6194456539152184
629,t628,n629,4,0.7210234697917551
630,t629,n630,2,0.15658599654312544
631,t630,n631,5,0.6574002255164977
632,t631,n632,3,0.4382838793624968
633,t632,n633,10,0.8081712781279199
634,t633,n634,12,0.608013268765354
635,t634,n635,7,0.8428414846895897
636,t635,n636,7,0.16627964436871467
637,t636,n637,2,0.11987474969608558
638,t637,n638,11,0.8017104028575573
639,t638,n639,21,0.5605124089149642
640,t639,n640,3,0.3242944228139223
641,t640,n641,3,0.10225830017152993
642,t641,n642,9,0.7881906750741257
643,t642,n643,21,0.7289530333007104
644,t643,n644,10,0.7415321141973676
645,t644,n645,2,0.09429429428070668
646,t645,n646,14,0.9972294962055941
647,t646,n647,3,0.12845466527456484
648,t647,n648,14,0.662245739534375
649,t648,n649,4,0.7382921036555825
650,t649,n650,9,0.7817409149336012
651,t650,n651,11,0.9305870789855382
652,t651,n652,2,0.18503611605448966
653,t652,n653,13,0.9189996489750692
654,t653,n654,5,0.7855705153296748
655,t654,n655,3,0.12692359372340245
656,t655,n656,2,0.01042773904235017
657,t656,n657,2,0.16415469816581296
658,t657,n658,9,0.3091086016760831
659,t658,n659,4,0.6495940554432504
660,t659,n660,3,0.10570120502748415
661,t660,n661,8,0.6628596277284282
662,t661,n662,8,0.7137025665466246
663,t662,n663,4,0.6428245477768898
664,t663,n664,3,0.3080639079228077
665,t664,n665,10,0.9458548616353833
666,t665,n666,5,0.3835966269461297
667,t666,n667,10,0.8764013771409885
668,t667,n668,13,0.5894480270125638
669,t668,n669,13,0.6744423559929008
670,t669,n670,7,0.5648228853872854
671,t670,n671,3,0.17396069427389782
672,t671,n672,4,0.20740875024283878
673,t672,n673,5,0.5360770491830082
674,t673,n674,3,0.07638350977007247
675,t674,n675,3,0.3314196327680803
676,t675,n676,5,0.3189886124622594
677,t676,n677,3,0.259377924458419
678,t677,n678,2,0.1374180294045888
679,t678,n679,3,0.3130439257420724
680,t679,n680,4,0.21225577845877452
681,t680,n681,2,0.5711166142432209
682,t681,n682,22,0.890234398719167
683,t682,n683,16,0.9768530176789181
684,t683,n684,13,0.8119337080510459
685,t684,n685,2,0.3377139739592965
686,t685,n686,3,0.6828753209751961
687,t686,n687,22,0.6888191334441442
688,t687,n688,4,0.19693020816006535
689,t688,n689,7,0.6586998738945898
690,t689,n690,12,0.38781035579611056
691,t690,n691,2,0.002083596626059725
692,t691,n692,2,0.015922763660601413
693,t692,n693,6,0.44104640739465095
694,t693,n694,6,0.30539354117264295
695,t694,n695,2,0.09464927384070054
696,t695,n696,3,0.15152135303810366
697,t696,n697,7,0.6864974475880076
698,t697,n698,5,0.5914444292864959
699,t698,n699,3,0.38342544013993196
700,t699,n700,2,0.2769513549832079
701,t700,n701,12,0.9403134314512938
702,t701,n702,6,0.5004252532985081
703,t702,n703,2,0.21925429960816412
704,t703,n704,12,0.6797816743839034
705,t704,n705,5,0.5883777453471151
706,t705,n706,6,0.5120992916526736
707,t706,n707,3,0.34975599049896156
708,t707,n708,7,0.5474176782850638
709,t708,n709,3,0.2214491908414774
710,t709,n710,2,0.018505456213627425
711,t710,n711,12,0.8887697453002699
712,t711,n712,2,0.15455837146553342
713,t712,n713,9,0.7274887328565114
714,t713,n714,12,0.8332203033320975
715,t714,n715,2,0.3493402116604585
716,t715,n716,16,0.8589598711221691
717,t716,n717,2,0.07530096607319481
718,t717,n718,2,0.23798148251956885
719,t718,n719,5,0.8201571972012802
720,t719,n720,15,0.9767124438544273
721,t720,n721,2,0.012638096148071654
722,t721,n722,8,0.3604734730648238
723,t722,n723,7,0.5014763084190099
724,t723,n724,14,0.8490084478499638
725,t724,n725,9,0.8535607903396029
726,t725,n726,3,0.5429518185843334
727,t726,n727,5,0.746861888959283
728,t727,n728,4,0.9427494684849329
729,t728,n729,4,0.7688183629833705
730,t729,n730,3,0.42599330424257287
731,t730,n731,5,0.21022098190169203
732,t731,n732,12,0.7051920331112718
733,t732,n733,3,0.44995333207245836
734,t733,n734,2,0.10752021175644222
735,t734,n735,2,0.003837600202493796
736,t735,n736,6,0.5479674226460615
737,t736,n737,2,0.042839509390212305
