,t,label,d,f
209,t208,n209,3,0.22218336411566164
210,t209,n210,7,0.44215579848570064
211,t210,n211,2,0.3379371776382104
212,t211,n212,4,0.6872247655745872
213,t212,n213,6,0.6329345558712502
214,t213,n214,5,0.9204474769713955
215,t214,n215,2,0.7661060923092844
216,t215,n216,6,0.6191200564026544
217,t216,n217,3,0.31667397891535487
218,t217,n218,2,0.8295590521739586
219,t218,n219,4,0.6798224610151461
220,t219,n220,2,0.565166894127761
221,t220,n221,4,0.6792158827806763
222,t221,n222,5,0.8029061104914499
223,t222,n223,2,0.5623667346279724
224,t223,n224,2,0.0411659240263238
225,t224,n225,5,0.337752511225903
226,t225,n226,9,0.7806551528341704
227,t226,n227,2,0.32201881611118766
228,t227,n228,2,0.0433236784513199
229,t228,n229,4,0.9168244620225549
230,t229,n230,6,0.27949611119944173
231,t230,n231,2,0.041137494559928434
232,t231,n232,4,0.35078278076440017
233,t232,n233,4,0.5788478509849876
234,t233,n234,2,0.6138284152358956
235,t234,n235,2,0.23006185411013425
236,t235,n236,4,0.33685798824712243
237,t236,n237,3,0.10085334160704806
238,t237,n238,2,0.16826593478823015
239,t238,n239,4,0.47252605466276676
240,t239,n240,2,0.2663762053802968
241,t240,n241,3,0.5770281048423235
242,t241,n242,7,0.6787261009775182
243,t242,n243,2,0.3130341773405332
244,t243,n244,3,0.6627577153173949
245,t244,n245,5,0.6866006523453624
246,t245,n246,4,0.4751977978435644
247,t246,n247,6,0.8067029511452105
248,t247,n248,4,0.30142457225959796
249,t248,n249,2,0.6472634545912581
250,t249,n250,3,0.6919680126009206
251,t250,n251,2,0.04543062348257454
252,t251,n252,3,0.32320110645654
253,t252,n253,7,0.9205893938259436
254,t253,n254,2,0.4556035873462112
255,t254,n255,4,0.13832401670929184
256,t255,n256,3,0.8858127307027702
257,t256,n257,3,0.5703308132548596
258,t257,n258,4,0.4967892026651076
259,t258,n259,2,0.28609328331755046
260,t259,n260,5,0.91800256013735
261,t260,n261,2,0.6722670094986688
262,t261,n262,5,0.6949304520956971
263,t262,n263,3,0.6872777825143745
264,t263,n264,3,0.27719169813406186
265,t264,n265,3,0.8853350153345021
266,t265,n266,7,0.33769392100714046
267,t266,n267,2,0.5306166208414532
268,t267,n268,4,0.8386688550469417
269,t268,n269,4,0.4128331127258972
270,t269,n270,2,0.12219950916918376
271,t270,n271,2,0.6321955923263181
272,t271,n272,4,0.13458050612233352
273,t272,n273,7,0.41562993461611153
274,t273,n274,3,0.6534290029991834
275,t274,n275,4,0.3030790564467354
276,t275,n276,2,0.23921783870689206
277,t276,n277,9,0.8280849883961814
278,t277,n278,3,0.6005469750736852
279,t278,n279,2,0.2711572293380603
280,t279,n280,6,0.6078791597934778
281,t280,n281,4,0.6734524849837068
282,t281,n282,2,0.7582853296371601
283,t282,n283,4,0.8135835509787734
284,t283,n284,2,0.17204786826036556
285,t284,n285,4,0.7452234299289604
286,t285,n286,3,0.6020534031700902
287,t286,n287,4,0.6691340976660701
288,t287,n288,7,0.5320578973581976
289,t288,n289,2,0.049565726160120005
290,t289,n290,2,0.08468617681371815
291,t290,n291,3,0.7248848744915221
292,t291,n292,4,0.8328755436640356
293,t292,n293,2,0.34044806981332876
294,t293,n294,2,0.16147972626190865
295,t294,n295,2,0.30122482328892775
296,t295,n296,2,0.9446374672200222
297,t296,n297,2,0.07853183040027678
298,t297,n298,2,0.7265727927315023
299,t298,n299,2,0.6104429903838205
300,t299,n300,3,0.6716207106517087
301,t300,n301,2,0.3026224915827458
302,t301,n302,3,0.3527602925448815
303,t302,n303,2,0.0031754968032530195
304,t303,n304,5,0.8324504763536149
305,t304,n305,3,0.700517883840327
306,t305,n306,4,0.26899406888659094
307,t306,n307,5,0.3458019308631145
308,t307,n308,5,0.9340530032742456
309,t308,n309,4,0.6495577535832193
310,t309,n310,5,0.898823792848307
311,t310,n311,2,0.9027639059499102
312,t311,n312,2,0.1677649305961635
313,t312,n313,2,0.5896916122042302
314,t313,n314,4,0.9948211387185194
315,t314,n315,2,0.00901931824702773
316,t315,n316,7,0.845122025781666
317,t316,n317,6,0.8578751025138189
318,t317,n318,2,0.9352211078370818
319,t318,n319,5,0.9996536928080192
320,t319,n320,3,0.2773769064768793
321,t320,n321,2,0.9808341684526647
322,t321,n322,3,0.3395279680232359
323,t322,n323,2,0.049949600530752924
324,t323,n324,2,0.25201191397594713
325,t324,n325,4,0.5824992550789767
326,t325,n326,2,0.4106818102698879
327,t326,n327,2,0.40352615985236817
328,t327,n328,2,0.8407379081034956
329,t328,n329,2,0.4830584597334231
330,t329,n330,2,0.4169282585733406
331,t330,n331,3,0.5013105780654235
332,t331,n332,2,0.061954568486421
333,t332,n333,2,0.36719468787713605
334,t333,n334,4,0.380240927683841
335,t334,n335,2,0.27917894689180045
336,t335,n336,2,0.22485417416312403
337,t336,n337,2,0.9950026795635621
338,t337,n338,2,0.25763767067276744
339,t338,n339,2,0.360616452989756
340,t339,n340,4,0.5490445783373709
341,t340,n341,3,0.818936148267074
342,t341,n342,3,0.4989138140720495
343,t342,n343,2,0.3148854805936042
344,t343,n344,3,0.47737992511757377
345,t344,n345,2,0.519031232785102
346,t345,n346,2,0.3771138486987262
347,t346,n347,2,0.3692119599438165
348,t347,n348,2,0.3065192369804812
349,t348,n349,2,0.9410288503882752
350,t349,n350,3,0.43068310194933157
351,t350,n351,3,0.9908320552327506
352,t351,n352,2,0.09060818635676748
353,t352,n353,2,0.764974083947526
354,t353,n354,4,0.9920916553932269
355,t354,n355,5,0.6681487980474446
356,t355,n356,3,0.9985757865740652
357,t356,n357,3,0.06404586862402406
358,t357,n358,2,0.02925496520560067
359,t358,n359,3,0.4659612700113389
360,t359,n360,3,0.7696324321013367
361,t360,n361,4,0.9741555096067389
362,t361,n362,2,0.30009674377228146
363,t362,n363,3,0.273895667866181
364,t363,n364,3,0.162597346022624
365,t364,n365,12,0.993587878464293
366,t365,n366,2,0.09901869493836468
367,t366,n367,2,0.6107850061983615
368,t367,n368,3,0.8645981267462709
369,t368,n369,2,0.1753735981340696
370,t369,n370,2,0.05990878230285024
371,t370,n371,4,0.6475554007189277
372,t371,n372,3,0.9996610045154517
373,t372,n373,2,0.977365163627389
374,t373,n374,5,0.9404469784566987
375,t374,n375,2,0.03434969039515623
376,t375,n376,2,0.0128752251492108
377,t376,n377,4,0.8142244062789107
378,t377,n378,2,0.5510381033957104
379,t378,n379,2,0.4474944965427987
380,t379,n380,2,0.3703613148308825
381,t380,n381,2,0.41354200459226675
382,t381,n382,3,0.3351730228467148
383,t382,n383,2,0.6300695716667267
384,t383,n384,9,0.9150433882913048
385,t384,n385,2,0.18909814445813744
386,t385,n386,3,0.47600118047727347
387,t386,n387,2,0.7898420414836752
388,t387,n388,2,0.6598085940807972
389,t388,n389,2,0.5061368349019758
390,t389,n390,2,0.7055300926242059
391,t390,n391,2,0.4975613063227502
392,t391,n392,5,0.977240354818507
393,t392,n393,3,0.4233120862782156
394,t393,n394,3,0.36679635787936027
395,t394,n395,2,0.28257281993715444
396,t395,n396,3,0.4745015973671295
397,t396,n397,3,0.5148551376482386
398,t397,n398,2,0.8767955858742447
399,t398,n399,2,0.2410592682455922
400,t399,n400,2,0.7410849368159349
401,t400,n401,2,0.103779510420684
402,t401,n402,2,0.041416867295745785
403,t402,n403,3,0.8660933257013709
404,t403,n404,8,0.9199591685944004
405,t404,n405,3,0.11838165741396067
406,t405,n406,2,0.9646208935848526
407,t406,n407,2,0.5612031891642276
408,t407,n408,2,0.29964983527961575
409,t408,n409,2,0.5995435300683007
410,t409,n410,2,0.5672642324091457
411,t410,n411,2,0.2624030295990559
412,t411,n412,2,0.8451796799885084
413,t412,n413,2,0.6142901911976244
414,t413,n414,2,0.9561268772783749
415,t414,n415,6,0.8001653039742549
416,t415,n416,2,0.009186504381201721
417,t416,n417,2,0.4623780572531144
418,t417,n418,4,0.8191030688705248
419,t418,n419,3,0.2870762723422494
420,t419,n420,2,0.7339731576582255
421,t420,n421,2,0.6018438081703981
422,t421,n422,5,0.838326122242575
423,t422,n423,3,0.35170358469869034
424,t423,n424,4,0.3277096384577065
425,t424,n425,2,0.614660355444845
426,t425,n426,3,0.6037061047538075
427,t426,n427,2,0.7918204394182795
428,t427,n428,2,0.07661487925250754
429,t428,n429,2,0.47028967302255953
430,t429,n430,2,0.11310953224032594
431,t430,n431,3,0.5284137859486174
432,t431,n432,3,0.6813152487260548
433,t432,n433,4,0.6021181537657244
434,t433,n434,2,0.9217853033834004
435,t434,n435,2,0.5638889177638932
436,t435,n436,3,0.6104007302302434
437,t436,n437,2,0.05410392045582746
438,t437,n438,2,0.8378565531843366
439,t438,n439,2,0.18011949805817717
440,t439,n440,2,0.5824750657898075
441,t440,n441,3,0.4633571323169904
442,t441,n442,2,0.4981473217419047
443,t442,n443,2,0.19124406183000175
444,t443,n444,3,0.6334744409834383
445,t444,n445,6,0.9103532584307247
446,t445,n446,4,0.7332412710496665
447,t446,n447,2,0.4430160081479789
448,t447,n448,2,0.6640885776056816
449,t448,n449,2,0.02566186442361662
450,t449,n450,5,0.8744809774634328
451,t450,n451,2,0.44673102004461407
452,t451,n452,2,0.3767539827594911
453,t452,n453,3,0.9853458001015583
454,t453,n454,3,0.9085014027149257
455,t454,n455,2,0.3672886789219266
456,t455,n456,3,0.4681094521059753
457,t456,n457,2,0.4186512960362476
458,t457,n458,2,0.10914370798569872
459,t458,n459,2,0.44750535275337433
460,t459,n460,2,0.9995524927522137
461,t460,n461,3,0.43478585220656507
462,t461,n462,3,0.4053468208767913
463,t462,n463,2,0.6726366452848482
464,t463,n464,2,0.5310767747915275
465,t464,n465,3,0.4927329318513417
466,t465,n466,2,0.42877646105395884
467,t466,n467,2,0.0303500793404754
468,t467,n468,2,0.7788499428203918
469,t468,n469,2,0.4538343601388216
470,t469,n470,3,0.530882441819102
471,t470,n471,2,0.7380347375610247
472,t471,n472,3,0.4568343794379506
473,t472,n473,2,0.9855157699325079
474,t473,n474,2,0.5719665798150926
475,t474,n475,2,0.8087508134477385
476,t475,n476,2,0.2330642964009101
477,t476,n477,2,0.0540331128988325
478,t477,n478,2,0.004746102821207909
479,t478,n479,2,0.2160409359159815
480,t479,n480,2,0.4925934901458834
481,t480,n481,4,0.5199995851218498
482,t481,n482,3,0.4408718668191751
483,t482,n483,3,0.9306083829653983
484,t483,n484,4,0.8964859757099183
485,t484,n485,2,0.374533487146709
486,t485,n486,2,0.058710865697926606
487,t486,n487,3,0.21718837218198594
488,t487,n488,2,0.7528254458074782
489,t488,n489,6,0.8833406985603833
490,t489,n490,2,0.3121674657685638
491,t490,n491,3,0.2766130645950795
492,t491,n492,2,0.9110489393777894
493,t492,n493,2,0.15250475549985842
494,t493,n494,2,0.19221240513949367
495,t494,n495,2,0.10100822642652774
496,t495,n496,2,0.8810613513695805
497,t496,n497,2,0.8368937352862971
498,t497,n498,3,0.7996329705680775
499,t498,n499,2,0.41271321610387157
500,t499,n500,3,0.3762808048861449
