,t,label,d,f
737,t736,n737,3,0.585146248926704
738,t737,n738,3,0.5984691490617647
739,t738,n739,3,0.5725203351193694
740,t739,n740,2,0.5308957188336626
741,t740,n741,3,0.7905512064063199
742,t741,n742,3,0.4253742976617536
743,t742,n743,2,0.43515202636736694
744,t743,n744,2,0.5964443643419324
745,t744,n745,2,0.7642355315669382
746,t745,n746,2,0.3271165854071254
747,t746,n747,2,0.5350324740224591
748,t747,n748,2,0.4885156323723202
749,t748,n749,3,0.686280145064506
750,t749,n750,2,0.8992509962642753
751,t750,n751,3,0.12249570568423906
752,t751,n752,2,0.2847687202434682
753,t752,n753,3,0.5603944956938002
754,t753,n754,2,0.3325460014186834
755,t754,n755,2,0.7741450147306677
756,t755,n756,3,0.9018179420072234
757,t756,n757,3,0.47027459065713906
758,t757,n758,2,0.4365928963555151
759,t758,n759,3,0.8224195355481758
760,t759,n760,2,0.5545926349241782
761,t760,n761,2,0.5570043004715779
762,t761,n762,2,0.3988050322224562
763,t762,n763,2,0.6893096348342245
764,t763,n764,3,0.755509251766314
765,t764,n765,2,0.827650849694031
766,t765,n766,2,0.0030885466399434014
767,t766,n767,2,0.053191748370969516
768,t767,n768,2,0.35444688600987895
769,t768,n769,2,0.8641291450378045
770,t769,n770,3,0.9621365603998568
771,t770,n771,2,0.2016395628153821
772,t771,n772,2,0.23940881213034337
773,t772,n773,2,0.9455694830346584
774,t773,n774,2,0.7186086650018032
775,t774,n775,3,0.46951436778875577
776,t775,n776,2,0.940640040839863
777,t776,n777,2,0.5234793656512903
778,t777,n778,3,0.32956157356880234
779,t778,n779,2,0.34565136452718936
780,t779,n780,2,0.5609539426636121
781,t780,n781,2,0.25244549473603584
782,t781,n782,2,0.07145330753684909
783,t782,n783,2,0.9063657810851669
784,t783,n784,2,0.03085277947390419
785,t784,n785,2,0.004763106966500841
786,t785,n786,2,0.28685396723375745
787,t786,n787,3,0.8113247374430587
788,t787,n788,2,0.4507812345931228
789,t788,n789,2,0.3478894710386281
790,t789,n790,2,0.5411778837361252
791,t790,n791,2,0.15893182790929017
792,t791,n792,2,0.6876873731060998
793,t792,n793,2,0.6535053573232376
794,t793,n794,2,0.2892950235384135
795,t794,n795,2,0.48392266817156593
796,t795,n796,3,0.8037819413144751
797,t796,n797,3,0.2550665721450617
798,t797,n798,2,0.8042831611410866
799,t798,n799,2,0.016242238122388897
800,t799,n800,2,0.8327004912277666
801,t800,n801,3,0.3585380461898281
802,t801,n802,2,0.38953901364880505
803,t802,n803,2,0.5021426972169358
804,t803,n804,2,0.233390615712335
805,t804,n805,2,0.05888869644194539
806,t805,n806,2,0.1311279456800668
807,t806,n807,2,0.7642065699080465
808,t807,n808,3,0.9328129530224283
809,t808,n809,2,0.1001597455234251
810,t809,n810,2,0.0733621082566972
811,t810,n811,2,0.915740644826297
812,t811,n812,2,0.4983998782365766
813,t812,n813,2,0.5299344728764196
814,t813,n814,2,0.741208490749712
815,t814,n815,2,0.6689542817956134
816,t815,n816,3,0.6424720929276369
817,t816,n817,2,0.09297704741730572
818,t817,n818,2,0.5178979716196132
819,t818,n819,2,0.9994363788776921
820,t819,n820,2,0.6745643721429792
821,t820,n821,2,0.03216192751121971
822,t821,n822,2,0.7550959240003158
823,t822,n823,2,0.6833060948773217
824,t823,n824,2,0.191122478892784
825,t824,n825,2,0.3227458614209968
826,t825,n826,2,0.08948542136373949
827,t826,n827,2,0.822930207693302
828,t827,n828,2,0.11551231145165985
829,t828,n829,2,0.14525734247710542
830,t829,n830,2,0.07637979754162727
831,t830,n831,2,0.2531197996669238
832,t831,n832,3,0.42831210305538214
833,t832,n833,2,0.07062858020373375
834,t833,n834,3,0.2049913512812932
835,t834,n835,2,0.2718320162402139
836,t835,n836,2,0.5701704429522636
837,t836,n837,2,0.5009397593937239
838,t837,n838,2,0.3011873176348966
839,t838,n839,2,0.5270173719306909
840,t839,n840,2,0.8979044572515887
841,t840,n841,2,0.4072425183408884
842,t841,n842,2,0.025193736914216114
843,t842,n843,2,0.5757940979834087
844,t843,n844,2,0.18736051396207232
845,t844,n845,2,0.4486062725797746
846,t845,n846,2,0.28033209674416515
847,t846,n847,2,0.5785710375908278
848,t847,n848,2,0.9049086731301131
849,t848,n849,2,0.9791345855476185
850,t849,n850,2,0.9975880614747532
851,t850,n851,3,0.17293061031667056
852,t851,n852,2,0.19179431449245155
853,t852,n853,2,0.2786619694996588
854,t853,n854,2,0.3745900285347157
855,t854,n855,2,0.5830521166150279
856,t855,n856,2,0.8678628930480394
857,t856,n857,3,0.8119255626203755
858,t857,n858,2,0.6774488468213155
859,t858,n859,3,0.7079173705819096
860,t859,n860,2,0.16056913333034595
861,t860,n861,3,0.15317838461696676
862,t861,n862,2,0.10757822092142144
863,t862,n863,2,0.27218988681942713
864,t863,n864,2,0.10145005686906006
865,t864,n865,2,0.45960505024207265
866,t865,n866,2,0.38209571492395544
867,t866,n867,2,0.0038502445641831473
868,t867,n868,2,0.4954076899331771
869,t868,n869,2,0.607865370604885
870,t869,n870,4,0.8545363927599205
871,t870,n871,2,0.3675327119002091
872,t871,n872,2,0.7284005543175833
873,t872,n873,2,0.3827447671440357
874,t873,n874,2,0.6422707949457976
875,t874,n875,2,0.6754576753328215
876,t875,n876,2,0.8997645155685224
877,t876,n877,2,0.36085075655190246
878,t877,n878,2,0.4822379529889823
879,t878,n879,2,0.7108440985715054
880,t879,n880,2,0.6789962820787335
881,t880,n881,2,0.31102557222664107
882,t881,n882,2,0.6858295133424542
883,t882,n883,2,0.230356844870381
884,t883,n884,2,0.33029904057914306
885,t884,n885,2,0.26768942688396924
886,t885,n886,2,0.24353843446011325
887,t886,n887,2,0.3518518391223975
888,t887,n888,2,0.732884611109117
889,t888,n889,5,0.9047712729119219
890,t889,n890,2,0.014185978337915572
891,t890,n891,2,0.21716417853691417
892,t891,n892,4,0.7027398539961647
893,t892,n893,2,0.7610943663624492
894,t893,n894,2,0.43361535956836395
895,t894,n895,2,0.1034320784685242
896,t895,n896,2,0.6412057859067054
897,t896,n897,2,0.6602235316875554
898,t897,n898,2,0.1359518288074416
899,t898,n899,2,0.032496817819683055
900,t899,n900,2,0.29564536812698183
901,t900,n901,2,0.31255052210460255
902,t901,n902,2,0.5878684476001853
903,t902,n903,2,0.40034210423879
904,t903,n904,2,0.06729443700845605
905,t904,n905,2,0.6054523287592045
906,t905,n906,2,0.03541340538795401
907,t906,n907,2,0.4055109679201647
908,t907,n908,2,0.9471144261389527
909,t908,n909,2,0.31877194224788097
910,t909,n910,2,0.9885447109907479
911,t910,n911,2,0.7282629910762359
912,t911,n912,2,0.8081497648910956
913,t912,n913,2,0.2270627152625314
914,t913,n914,2,0.5379390024472288
915,t914,n915,2,0.07656181678945184
916,t915,n916,2,0.06142294706742646
917,t916,n917,2,0.2020253901356457
918,t917,n918,2,0.19788036784814544
919,t918,n919,2,0.15067455351216752
920,t919,n920,2,0.02202427019810249
921,t920,n921,2,0.4343721355981204
922,t921,n922,2,0.100339613030628
923,t922,n923,2,0.8700083489499288
924,t923,n924,2,0.5095934265143948
925,t924,n925,2,0.6245312365453984
926,t925,n926,2,0.9056448030913418
927,t926,n927,2,0.02255237859415493
928,t927,n928,3,0.2517449812363314
929,t928,n929,2,0.9806761062994276
930,t929,n930,2,0.2677133586481707
931,t930,n931,2,0.9028818524788603
932,t931,n932,2,0.10210367797698561
933,t932,n933,2,0.08030169801553977
934,t933,n934,2,0.24127957830233115
935,t934,n935,2,0.022748698543570423
936,t935,n936,2,0.9233940209607092
937,t936,n937,2,0.6553255254074809
938,t937,n938,2,0.5038455361542518
939,t938,n939,2,0.5705082368014438
940,t939,n940,2,0.30265019628336787
941,t940,n941,2,0.8804156650953473
942,t941,n942,2,0.2982467655886524
943,t942,n943,2,0.6223310470925238
944,t943,n944,2,0.15183738780144196
945,t944,n945,2,0.7195810666924213
946,t945,n946,2,0.9763114386834992
947,t946,n947,2,0.9510386557752154
948,t947,n948,2,0.4575013125649313
949,t948,n949,2,0.9461914868461475
950,t949,n950,2,0.7635683849693666
951,t950,n951,2,0.1283058209143273
952,t951,n952,2,0.3545637517801221
953,t952,n953,2,0.12287335638204033
954,t953,n954,2,0.6628717241737487
955,t954,n955,3,0.6573767304975917
956,t955,n956,2,0.45970555396571966
957,t956,n957,3,0.7861922165588111
958,t957,n958,2,0.24998661344415807
959,t958,n959,2,0.46493857681058226
960,t959,n960,2,0.8664349137316406
961,t960,n961,2,0.5713916993762403
962,t961,n962,2,0.23652611408225943
963,t962,n963,2,0.14599910750300715
964,t963,n964,2,0.6718130154718148
965,t964,n965,3,0.12110686086642786
966,t965,n966,2,0.5135418024293518
967,t966,n967,3,0.5731549827886495
968,t967,n968,2,0.10142036713654967
969,t968,n969,2,0.6887669976309748
970,t969,n970,2,0.40018423677492676
971,t970,n971,2,0.8798429798656192
972,t971,n972,2,0.7082798892214242
973,t972,n973,2,0.6641359537266869
974,t973,n974,2,0.5320601248549759
975,t974,n975,2,0.1131812143561034
976,t975,n976,2,0.4613851644486502
977,t976,n977,2,0.8507107128737743
978,t977,n978,2,0.13994376695359234
979,t978,n979,2,0.28739673433928103
980,t979,n980,2,0.7258324310094179
981,t980,n981,2,0.9610641248451579
982,t981,n982,2,0.0075418179980116795
983,t982,n983,2,0.09179554331668094
984,t983,n984,2,0.8731481989840562
985,t984,n985,2,0.23719101522981278
986,t985,n986,2,0.7679909063714491
987,t986,n987,2,0.15466037363734308
988,t987,n988,2,0.26606677520353883
989,t988,n989,2,0.21528637409305273
990,t989,n990,2,0.879217223083911
991,t990,n991,2,0.5532313201498649
992,t991,n992,2,0.24562814521993093
993,t992,n993,2,0.9901995747354426
994,t993,n994,2,0.16071397839047075
995,t994,n995,2,0.38109445169386613
996,t995,n996,2,0.496443806186476
997,t996,n997,2,0.9349452394467302
998,t997,n998,2,0.3062160792259576
999,t998,n999,2,0.22928690676514307
1000,t999,n1000,2,0.2784950377536388
