,t,label,d,f
180,t179,n180,3,0.7382290329996744
181,t180,n181,3,0.6291702376355671
182,t181,n182,3,0.5687055292725658
183,t182,n183,4,0.4145807181110549
184,t183,n184,3,0.07173534362378753
185,t184,n185,3,0.8020073128985903
186,t185,n186,3,0.25013968307319645
187,t186,n187,6,0.6819699138700697
188,t187,n188,2,0.5742430706951618
189,t188,n189,6,0.682811176653351
190,t189,n190,5,0.35806542004776054
191,t190,n191,3,0.4687811469269867
192,t191,n192,13,0.9624896513536331
193,t192,n193,4,0.40758289824617944
194,t193,n194,10,0.8041204562675359
195,t194,n195,2,0.1972420993240246
196,t195,n196,3,0.48625505157133875
197,t196,n197,4,0.5561937466856507
198,t197,n198,2,0.08191620369875496
199,t198,n199,11,0.877882502890594
200,t199,n200,7,0.46837251725732243
201,t200,n201,4,0.3781117889609312
202,t201,n202,2,0.3720938470053794
203,t202,n203,6,0.9006746634244911
204,t203,n204,12,0.9393035841028708
205,t204,n205,2,0.17581258722801552
206,t205,n206,3,0.9354111097233214
207,t206,n207,3,0.25815940527493997
208,t207,n208,4,0.8699435532914881
209,t208,n209,8,0.7065502607702895
210,t209,n210,5,0.8447573818257087
211,t210,n211,3,0.5761570387395636
212,t211,n212,4,0.8594873377350306
213,t212,n213,9,0.8359543320528314
214,t213,n214,2,0.21954051294253618
215,t214,n215,2,0.08257839505712694
216,t215,n216,19,0.9474818303283112
217,t216,n217,2,0.1220122295997983
218,t217,n218,6,0.8457868160006936
219,t218,n219,4,0.7219235729160526
220,t219,n220,8,0.7327968990453484
221,t220,n221,2,0.37804589745224015
222,t221,n222,5,0.7381688058188796
223,t222,n223,2,0.004737272764500311
224,t223,n224,3,0.3190908676413886
225,t224,n225,2,0.08311971791465189
226,t225,n226,2,0.09855690723513288
227,t226,n227,5,0.7253830759838804
228,t227,n228,3,0.5809938209871072
229,t228,n229,6,0.8986450255817756
230,t229,n230,2,0.09849739519780265
231,t230,n231,5,0.6038669857765371
232,t231,n232,6,0.8308032502811835
233,t232,n233,2,0.0011535141771215063
234,t233,n234,5,0.4513639674419553
235,t234,n235,6,0.7742471886919631
236,t235,n236,3,0.4375152914039028
237,t236,n237,3,0.5725177440296183
238,t237,n238,3,0.4388557333633928
239,t238,n239,2,0.11068363081858412
240,t239,n240,2,0.5322626676567194
241,t240,n241,13,0.9768026777790405
242,t241,n242,2,0.4759188249844024
243,t242,n243,2,0.5656714170561145
244,t243,n244,2,0.20339403207317974
245,t244,n245,2,0.10492327809756408
246,t245,n246,5,0.9693550983382995
247,t246,n247,2,0.010792081441781454
248,t247,n248,5,0.7826335642154171
249,t248,n249,4,0.29104783215135255
250,t249,n250,3,0.6916260635024282
251,t250,n251,2,0.6222436763699343
252,t251,n252,2,0.23410457049913325
253,t252,n253,2,0.4406643840438309
254,t253,n254,4,0.8723593947970684
255,t254,n255,3,0.13494958008086022
256,t255,n256,5,0.7221650541222685
257,t256,n257,2,0.19925149598876046
258,t257,n258,11,0.7655052948424484
259,t258,n259,4,0.31955973809411065
260,t259,n260,2,0.15883590597162334
261,t260,n261,2,0.04564705131702895
262,t261,n262,2,0.14421522557238653
263,t262,n263,3,0.24270188173718354
264,t263,n264,6,0.689160134799035
265,t264,n265,2,0.33355435232940867
266,t265,n266,3,0.9648682030845452
267,t266,n267,3,0.4262121687157545
268,t267,n268,4,0.3262824815423433
269,t268,n269,2,0.3401249683765456
270,t269,n270,13,0.8163059529388131
271,t270,n271,2,0.18704781122531977
272,t271,n272,11,0.9550024218164866
273,t272,n273,2,0.6678262345301501
274,t273,n274,2,0.13423561090762626
275,t274,n275,2,0.3399477696472194
276,t275,n276,2,0.461280242217195
277,t276,n277,3,0.8888910947741283
278,t277,n278,2,0.3663299155587155
279,t278,n279,2,0.14944380291768888
280,t279,n280,2,0.006475307192809643
281,t280,n281,3,0.8381250768559632
282,t281,n282,5,0.9560320741419249
283,t282,n283,2,0.08788373241673242
284,t283,n284,2,0.5108498168818315
285,t284,n285,3,0.2481284552134797
286,t285,n286,4,0.8308073265502014
287,t286,n287,3,0.4736925501379132
288,t287,n288,2,0.23440749808131767
289,t288,n289,3,0.5696708794013776
290,t289,n290,3,0.19681238206929075
291,t290,n291,3,0.8432588878003605
292,t291,n292,2,0.004853270139198229
293,t292,n293,2,0.31916596553166665
294,t293,n294,6,0.7214776515287026
295,t294,n295,3,0.11902966305707441
296,t295,n296,2,0.705628065411257
297,t296,n297,3,0.7678880293089299
298,t297,n298,5,0.5859521802097483
299,t298,n299,2,0.5550384737047049
300,t299,n300,3,0.9500647339550682
301,t300,n301,2,0.5796777568719892
302,t301,n302,3,0.5749630079313629
303,t302,n303,2,0.19280446755683422
304,t303,n304,2,0.32722387414824505
305,t304,n305,3,0.36239337988783815
306,t305,n306,3,0.4964588600471034
307,t306,n307,2,0.06346884924405871
308,t307,n308,6,0.7085838472618038
309,t308,n309,3,0.3587893751967114
310,t309,n310,2,0.5946860696522545
311,t310,n311,3,0.4592675905965371
312,t311,n312,2,0.84908991432377
313,t312,n313,5,0.7446889490931874
314,t313,n314,2,0.5218890022560869
315,t314,n315,5,0.8262602542760782
316,t315,n316,2,0.6032327434430922
317,t316,n317,2,0.08480551745209419
318,t317,n318,5,0.9782793425488481
319,t318,n319,2,0.8089231304653915
320,t319,n320,2,0.07298666659857755
321,t320,n321,3,0.689268906134015
322,t321,n322,4,0.5588365331037637
323,t322,n323,2,0.1975053090629595
324,t323,n324,5,0.4107285546242998
325,t324,n325,3,0.6544490624380888
326,t325,n326,2,0.29172951741926656
327,t326,n327,5,0.46558615214771026
328,t327,n328,2,0.3068003422777429
329,t328,n329,6,0.823866937059811
330,t329,n330,3,0.808922618176615
331,t330,n331,2,0.10598631648693446
332,t331,n332,3,0.6679315549618442
333,t332,n333,2,0.2300407451085661
334,t333,n334,2,0.6264940561876485
335,t334,n335,2,0.5902149898433863
336,t335,n336,2,0.1228470594031027
337,t336,n337,2,0.04604516714564266
338,t337,n338,5,0.3989081116291101
339,t338,n339,5,0.8074554579865653
340,t339,n340,3,0.4600931175953539
341,t340,n341,12,0.8639730175442677
342,t341,n342,3,0.7067090762694572
343,t342,n343,2,0.05929608370220851
344,t343,n344,3,0.9226101509844843
345,t344,n345,4,0.9692608488793479
346,t345,n346,2,0.36127784472675106
347,t346,n347,4,0.8038420630135749
348,t347,n348,2,0.6325070587086385
349,t348,n349,5,0.2294596916706465
350,t349,n350,3,0.32747199420852435
351,t350,n351,2,0.11800938830904384
352,t351,n352,7,0.7410734839567669
353,t352,n353,3,0.682915702892751
354,t353,n354,2,0.09930038461603152
355,t354,n355,2,0.12901070062387077
356,t355,n356,2,0.1975867142719715
357,t356,n357,2,0.8510402134882827
358,t357,n358,5,0.824664924403267
359,t358,n359,2,0.023389334505271697
360,t359,n360,2,0.3699349561150199
361,t360,n361,4,0.8080885281375725
362,t361,n362,2,0.22272227848681903
363,t362,n363,5,0.9457571528751101
364,t363,n364,2,0.4939346679845522
365,t364,n365,3,0.19336597466196248
366,t365,n366,4,0.8065691724496913
367,t366,n367,4,0.5431333357768897
368,t367,n368,2,0.21568931731239283
369,t368,n369,4,0.7386913549371733
370,t369,n370,2,0.06739557829913922
371,t370,n371,2,0.22414678164657198
372,t371,n372,2,0.33503107027111345
373,t372,n373,2,0.5421508173644275
374,t373,n374,2,0.10080513456145856
375,t374,n375,2,0.7654757715837563
376,t375,n376,2,0.9977248880522949
377,t376,n377,3,0.3984584317581117
378,t377,n378,4,0.6026289948272743
379,t378,n379,3,0.22164379400023548
380,t379,n380,2,0.751033284473623
381,t380,n381,3,0.8889156404649496
382,t381,n382,2,0.4118637445148564
383,t382,n383,2,0.2746234732674877
384,t383,n384,2,0.16134125811345246
385,t384,n385,3,0.30077945033817555
386,t385,n386,3,0.6565982149151982
387,t386,n387,2,0.9246959350617874
388,t387,n388,2,0.4485954692101003
389,t388,n389,5,0.9075731228993625
390,t389,n390,4,0.3267357245515353
391,t390,n391,2,0.06526917667986021
392,t391,n392,3,0.9218861718952196
393,t392,n393,2,0.03528009443789881
394,t393,n394,8,0.5906262236897959
395,t394,n395,3,0.8700970045256895
396,t395,n396,2,0.4493649947409847
397,t396,n397,3,0.30331141184966615
398,t397,n398,2,0.15428082380467445
399,t398,n399,3,0.13586171824502002
400,t399,n400,2,0.12202092911218776
401,t400,n401,4,0.23995455130462773
402,t401,n402,5,0.9485318064794225
403,t402,n403,4,0.3803365440149229
404,t403,n404,2,0.29965244373688826
405,t404,n405,4,0.7825253250088134
406,t405,n406,2,0.347386946491442
407,t406,n407,2,0.6037598885526403
408,t407,n408,2,0.10607743138312309
409,t408,n409,2,0.5502880719130935
410,t409,n410,3,0.5069453443862448
411,t410,n411,4,0.7647606090897067
412,t411,n412,2,0.7280170139999054
413,t412,n413,4,0.7179709628455806
414,t413,n414,2,0.09306140753612113
415,t414,n415,2,0.4627178202520438
416,t415,n416,4,0.4717932554446044
417,t416,n417,7,0.6745905875542225
418,t417,n418,2,0.27599059917217517
419,t418,n419,2,0.6662940140116665
420,t419,n420,2,0.13365507026482348
421,t420,n421,2,0.17841408129256642
422,t421,n422,6,0.6298007109239779
423,t422,n423,2,0.19906024216800533
424,t423,n424,3,0.5337461204542003
425,t424,n425,2,0.26511566228513395
426,t425,n426,2,0.5040072516627969
427,t426,n427,3,0.46675364135982733
428,t427,n428,4,0.25325061902965484
429,t428,n429,2,0.7972947712328876
430,t429,n430,3,0.6543454809961892
431,t430,n431,2,0.15617989314538427
432,t431,n432,2,0.0084305651981601
433,t432,n433,2,0.7319789914296126
434,t433,n434,3,0.4501232502293351
435,t434,n435,4,0.8885622503583027
436,t435,n436,2,0.9074848444191997
437,t436,n437,4,0.7398411159450915
438,t437,n438,2,0.3381476179954015
439,t438,n439,3,0.25121192167676343
440,t439,n440,4,0.6385286703571599
441,t440,n441,4,0.4421473856059802
442,t441,n442,5,0.5344532321380606
443,t442,n443,3,0.6275503335031002
444,t443,n444,2,0.5656211359697255
445,t444,n445,2,0.08839559335968739
446,t445,n446,6,0.7153247533081393
447,t446,n447,2,0.23936980103029126
448,t447,n448,3,0.802761785146294
449,t448,n449,3,0.32530806223684583
450,t449,n450,2,0.17430906383871392
451,t450,n451,2,0.644979018326386
452,t451,n452,2,0.5896140475437325
453,t452,n453,2,0.6697944793472062
454,t453,n454,2,0.22971320275174434
455,t454,n455,3,0.9189352468894794
456,t455,n456,3,0.2345713960404232
457,t456,n457,2,0.0168206140580599
458,t457,n458,4,0.6060523380471498
459,t458,n459,3,0.8384078822845331
460,t459,n460,3,0.1764081116924323
461,t460,n461,4,0.5301039123010229
462,t461,n462,2,0.9727891859438768
463,t462,n463,2,0.212348875993555
464,t463,n464,5,0.5059679768140113
465,t464,n465,3,0.9574177220287104
466,t465,n466,2,0.5046216371661638
467,t466,n467,3,0.8002360044718856
468,t467,n468,2,0.09583494808326365
469,t468,n469,4,0.5664591122376448
470,t469,n470,2,0.04132166733445419
471,t470,n471,2,0.08372541793875377
472,t471,n472,2,0.15258839271092728
473,t472,n473,2,0.22394633613197956
474,t473,n474,2,0.2918969838239691
475,t474,n475,4,0.7161999680832285
476,t475,n476,4,0.7446620592133731
477,t476,n477,2,0.6170268898815687
478,t477,n478,4,0.7165854475115964
479,t478,n479,5,0.7439000587205964
480,t479,n480,2,0.002806771082331294
481,t480,n481,2,0.5369994766775106
482,t481,n482,2,0.3431364463842719
483,t482,n483,6,0.9099993648918049
484,t483,n484,2,0.1562512670445395
485,t484,n485,4,0.8984811831723674
486,t485,n486,3,0.5887201374210177
487,t486,n487,2,0.012865657962960575
488,t487,n488,2,0.10410290471061867
489,t488,n489,2,0.30143526094044437
490,t489,n490,3,0.38787103694571934
491,t490,n491,4,0.7379810011322658
492,t491,n492,3,0.525156540040964
493,t492,n493,3,0.6232620369075234
494,t493,n494,3,0.7859437011743224
495,t494,n495,2,0.15385699443559064
496,t495,n496,2,0.0011098569252179225
497,t496,n497,2,0.4973585749109328
498,t497,n498,2,0.4380991629456792
499,t498,n499,3,0.2964662951143022
500,t499,n500,2,0.13963097172982242
501,t500,n501,2,0.5246748539390425
502,t501,n502,4,0.7714531106102767
503,t502,n503,2,0.0982118069059017
504,t503,n504,2,0.5579440160395144
505,t504,n505,2,0.7895596923679568
506,t505,n506,3,0.23539541588255686
507,t506,n507,2,0.035676977299945456
508,t507,n508,2,0.11748708109204087
509,t508,n509,2,0.9296712236638981
510,t509,n510,2,0.26642557892893637
511,t510,n511,2,0.45542036919802276
512,t511,n512,2,0.2025978080712717
513,t512,n513,2,0.024439688829651973
514,t513,n514,3,0.8025641766046191
515,t514,n515,3,0.6415890380198728
516,t515,n516,6,0.7137344024515193
517,t516,n517,2,0.24902129076335755
518,t517,n518,4,0.6776933052401529
519,t518,n519,2,0.6523054694925384
520,t519,n520,2,0.6687418918352916
521,t520,n521,6,0.7732160652766132
522,t521,n522,2,0.29723090381898176
523,t522,n523,2,0.5955614986487686
524,t523,n524,2,0.3003873220367618
525,t524,n525,2,0.8084989404120909
526,t525,n526,2,0.3977433028797014
527,t526,n527,2,0.7099606836262933
528,t527,n528,2,0.031439285540118656
529,t528,n529,2,0.030871001923540198
530,t529,n530,2,0.6899447125650118
531,t530,n531,2,0.2303454631205989
532,t531,n532,3,0.4201847203275274
533,t532,n533,2,0.4279582231879948
534,t533,n534,2,0.09474648743085656
535,t534,n535,2,0.6341441577560848
536,t535,n536,2,0.3659314327834142
537,t536,n537,2,0.36397029365242206
538,t537,n538,2,0.29607354096733507
539,t538,n539,2,0.10280317073807099
540,t539,n540,2,0.026168382235464804
541,t540,n541,3,0.9017830978136454
542,t541,n542,2,0.3196999876048454
543,t542,n543,5,0.5442024773034088
544,t543,n544,2,0.15105657416617302
545,t544,n545,2,0.7348549498444957
546,t545,n546,2,0.12390012546063234
547,t546,n547,3,0.5268151976287326
548,t547,n548,3,0.6519632280067181
549,t548,n549,2,0.03296979325681404
550,t549,n550,2,0.7892312970910823
551,t550,n551,2,0.23868821431920406
552,t551,n552,2,0.08045023229784232
553,t552,n553,2,0.7022251471875496
554,t553,n554,2,0.7065566479602483
555,t554,n555,2,0.007430649952418822
556,t555,n556,3,0.6748932717391444
557,t556,n557,3,0.7907367007724118
558,t557,n558,2,0.4651894933309553
559,t558,n559,2,0.46427391056512346
560,t559,n560,2,0.6350194868496529
561,t560,n561,3,0.23714301389229764
562,t561,n562,3,0.6484559233792525
563,t562,n563,2,0.691995743391398
564,t563,n564,2,0.7780756380251878
565,t564,n565,3,0.4625456595156586
566,t565,n566,2,0.5992427813573326
567,t566,n567,3,0.9168901688332187
568,t567,n568,3,0.30768129019393
569,t568,n569,2,0.0159026041697774
570,t569,n570,2,0.17608246663131366
571,t570,n571,3,0.9203650178213371
572,t571,n572,2,0.31276036610345226
573,t572,n573,3,0.5854445966816272
574,t573,n574,2,0.09861882848305548
575,t574,n575,2,0.46172362829578784
576,t575,n576,5,0.8386307182816354
577,t576,n577,2,0.26316730112106845
578,t577,n578,2,0.044921524137481406
579,t578,n579,2,0.1486621372603406
580,t579,n580,2,0.3059602082055599
581,t580,n581,2,0.8537217367756282
582,t581,n582,2,0.8463772643868491
583,t582,n583,7,0.8196454269073652
584,t583,n584,2,0.448164603641232
585,t584,n585,3,0.8363644546168685
586,t585,n586,2,0.01867511233422192
587,t586,n587,2,0.6850637378773262
588,t587,n588,4,0.9945851860118758
589,t588,n589,2,0.08322450504039725
590,t589,n590,2,0.42277068207976043
591,t590,n591,2,0.6470560682869577
592,t591,n592,2,0.23167660781011312
593,t592,n593,2,0.2206468581489437
594,t593,n594,2,0.6270772708243916
595,t594,n595,3,0.9967964278103848
596,t595,n596,2,0.00017642078901991542
597,t596,n597,3,0.9535662400334293
598,t597,n598,3,0.8226495395293645
599,t598,n599,2,0.7688881605176393
600,t599,n600,2,0.20635172966447746
601,t600,n601,4,0.35658489218904454
602,t601,n602,3,0.8043616730765636
603,t602,n603,3,0.6136765971780589
604,t603,n604,8,0.9984038695712577
605,t604,n605,6,0.9125969152305432
606,t605,n606,3,0.75965274903044
607,t606,n607,2,0.22179165149807822
608,t607,n608,2,0.18510550139570525
609,t608,n609,3,0.7198167431800201
610,t609,n610,2,0.4167795569946706
611,t610,n611,3,0.44299162122009017
612,t611,n612,2,0.5862581976130397
613,t612,n613,2,0.00240163522099468
614,t613,n614,2,0.05916756554018088
615,t614,n615,2,0.2368146234208649
616,t615,n616,3,0.2068508391867262
617,t616,n617,5,0.9011432612864694
618,t617,n618,2,0.08853750455669862
619,t618,n619,2,0.7691115528657084
620,t619,n620,2,0.6458137106356888
621,t620,n621,2,0.4344284860165004
622,t621,n622,4,0.9622737333831411
623,t622,n623,3,0.39425091247079724
624,t623,n624,2,0.25955436828557577
625,t624,n625,2,0.4754346980575671
626,t625,n626,2,0.3657988549350035
627,t626,n627,2,0.2074660627744468
628,t627,n628,2,0.1955560920859255
629,t628,n629,2,0.4318280274943902
630,t629,n630,2,0.8265900560863539
631,t630,n631,2,0.4892842413774411
632,t631,n632,2,0.3681316864797164
633,t632,n633,3,0.39124647258579903
634,t633,n634,2,0.43854263158355555
635,t634,n635,2,0.6400144043756263
636,t635,n636,4,0.8249262650395464
637,t636,n637,2,0.39888414341724543
638,t637,n638,2,0.03197114659936262
639,t638,n639,2,0.8325166301310127
640,t639,n640,2,0.17273681987365397
641,t640,n641,3,0.2415126688681254
642,t641,n642,2,0.15784459285993924
643,t642,n643,2,0.004773405829426314
644,t643,n644,3,0.9634825469283506
645,t644,n645,4,0.9376624395380336
646,t645,n646,4,0.8287798758169629
647,t646,n647,2,0.8523803721063593
648,t647,n648,3,0.354818691436528
649,t648,n649,2,0.23381836714577942
650,t649,n650,2,0.9142325915508733
651,t650,n651,2,0.9447673108515128
652,t651,n652,2,0.37803553788976296
653,t652,n653,3,0.8624038536684137
654,t653,n654,2,0.8310584483014777
655,t654,n655,2,0.24346666392088911
656,t655,n656,2,0.48198611329265506
657,t656,n657,3,0.8980861641077378
658,t657,n658,2,0.15169273061212019
659,t658,n659,2,0.9839365151425074
660,t659,n660,2,0.1715131325309197
661,t660,n661,2,0.4075294881179572
662,t661,n662,3,0.44972992854458893
663,t662,n663,2,0.07079148729842932
664,t663,n664,2,0.26540021272285386
665,t664,n665,2,0.8597683521657608
666,t665,n666,2,0.15122124890312294
667,t666,n667,2,0.23875340351943608
668,t667,n668,3,0.7729147413084831
669,t668,n669,2,0.7542145891883087
670,t669,n670,4,0.7720477963258899
671,t670,n671,2,0.06151769693906728
672,t671,n672,2,0.5784419355647958
673,t672,n673,2,0.8434613578207041
674,t673,n674,2,0.2284108301686414
675,t674,n675,2,0.9237440185631896
676,t675,n676,3,0.5417020717901887
677,t676,n677,2,0.024893173954495085
678,t677,n678,2,0.47467250081209733
679,t678,n679,3,0.6950470054372399
680,t679,n680,2,0.33030462999393717
681,t680,n681,2,0.6367609255398361
682,t681,n682,2,0.5366913365055541
683,t682,n683,2,0.49902352200209266
684,t683,n684,2,0.4396335085279688
685,t684,n685,3,0.6951193131108423
686,t685,n686,3,0.9188189093778777
687,t686,n687,3,0.4054011821558141
688,t687,n688,2,0.2897578979474159
689,t688,n689,3,0.23671859377638282
690,t689,n690,2,0.7474283346413594
691,t690,n691,2,0.9080982101090126
692,t691,n692,2,0.30855295684736705
693,t692,n693,4,0.7774666503424029
694,t693,n694,2,0.1510808655987873
695,t694,n695,2,0.5071591903025949
696,t695,n696,5,0.8619546321757946
697,t696,n697,2,0.529572881863302
698,t697,n698,2,0.5322819870050998
699,t698,n699,2,0.4572182644858366
700,t699,n700,4,0.8266829459063392
701,t700,n701,3,0.06623749014331914
702,t701,n702,4,0.28884986874221474
703,t702,n703,2,0.5684237914497052
704,t703,n704,2,0.2639243244072764
705,t704,n705,2,0.15600729658941814
706,t705,n706,2,0.99003983707918
707,t706,n707,2,0.8194608432237854
708,t707,n708,3,0.8787393661422367
709,t708,n709,2,0.6829828940035778
710,t709,n710,2,0.5084918298791098
711,t710,n711,3,0.6903262034269726
712,t711,n712,2,0.06606146527589929
713,t712,n713,2,0.743124723302834
714,t713,n714,2,0.4447918382888896
715,t714,n715,2,0.20954564248159646
716,t715,n716,2,0.41245216376498395
717,t716,n717,2,0.7318583099946584
718,t717,n718,2,0.0235887077125303
719,t718,n719,2,0.3010754998777837
720,t719,n720,2,0.6426418550303954
721,t720,n721,2,0.8098947761590061
722,t721,n722,2,0.9036393056943431
723,t722,n723,2,0.3942366206257938
724,t723,n724,2,0.22534062853033232
725,t724,n725,2,0.33784265591027773
726,t725,n726,2,0.1751494298695696
727,t726,n727,2,0.4714612024348067
728,t727,n728,2,0.024552884367359695
729,t728,n729,2,0.3329616528779634
730,t729,n730,2,0.26084091913068597
731,t730,n731,2,0.12381778543627497
732,t731,n732,2,0.07002025260520905
733,t732,n733,2,0.40131614844054453
734,t733,n734,3,0.989895421078887
735,t734,n735,2,0.9108825679369371
736,t735,n736,2,0.46896415318532136
