,t,label,d,f
2237,t2236,n2237,2,0.05267550544545796
2238,t2237,n2238,5,0.4943848435405829
2239,t2238,n2239,2,0.23298991766371802
2240,t2239,n2240,2,0.2323661842697361
2241,t2240,n2241,2,0.24508873920310736
2242,t2241,n2242,3,0.24042180925325496
2243,t2242,n2243,2,0.15302587751799013
2244,t2243,n2244,3,0.3118895618183193
2245,t2244,n2245,5,0.5336325309855633
2246,t2245,n2246,2,0.12900260788158746
2247,t2246,n2247,2,0.19352628944743622
2248,t2247,n2248,2,0.39854674872106566
2249,t2248,n2249,2,0.36535261437878985
2250,t2249,n2250,3,0.3021275965384729
2251,t2250,n2251,5,0.5771038303454034
2252,t2251,n2252,3,0.5360726360458962
2253,t2252,n2253,2,0.1180506790044824
2254,t2253,n2254,3,0.359976985968262
2255,t2254,n2255,4,0.2694039668494337
2256,t2255,n2256,2,0.21041059196285317
2257,t2256,n2257,6,0.8721615109762263
2258,t2257,n2258,2,0.31147674504094036
2259,t2258,n2259,3,0.8542349541143262
2260,t2259,n2260,5,0.4294344585999007
2261,t2260,n2261,2,0.17907492988474671
2262,t2261,n2262,6,0.7131787399268728
2263,t2262,n2263,4,0.45078030019710813
2264,t2263,n2264,4,0.8209023241508544
2265,t2264,n2265,3,0.4839515789241816
2266,t2265,n2266,6,0.5771780031380919
2267,t2266,n2267,3,0.1853331934317446
2268,t2267,n2268,2,0.671044809686868
2269,t2268,n2269,2,0.023780200416577135
2270,t2269,n2270,2,0.08615517325818911
2271,t2270,n2271,3,0.5536249384502429
2272,t2271,n2272,3,0.8000288776852663
2273,t2272,n2273,13,0.7670244675145895
2274,t2273,n2274,2,0.22333688698259635
2275,t2274,n2275,5,0.2910290315438161
2276,t2275,n2276,2,0.10102923162370969
2277,t2276,n2277,9,0.3731664861913446
2278,t2277,n2278,4,0.6137928634322676
2279,t2278,n2279,3,0.8033905964798294
2280,t2279,n2280,4,0.6834005042946096
2281,t2280,n2281,3,0.9452020151000294
2282,t2281,n2282,9,0.6902218331065512
2283,t2282,n2283,10,0.854173463730119
2284,t2283,n2284,4,0.9170327348436775
2285,t2284,n2285,6,0.7773705466020026
2286,t2285,n2286,2,0.8649953514366663
2287,t2286,n2287,5,0.5467267247244073
2288,t2287,n2288,5,0.8626198713382272
2289,t2288,n2289,4,0.2859698864543748
2290,t2289,n2290,6,0.8709024599352269
2291,t2290,n2291,4,0.585947553435776
2292,t2291,n2292,4,0.9310856168480365
2293,t2292,n2293,4,0.6800990306511031
2294,t2293,n2294,10,0.9330287341812482
2295,t2294,n2295,4,0.5710322842995116
2296,t2295,n2296,4,0.36961538649406633
2297,t2296,n2297,2,0.10202739362203639
2298,t2297,n2298,3,0.1784044953370849
2299,t2298,n2299,4,0.8445321090255246
2300,t2299,n2300,6,0.3928075794219018
2301,t2300,n2301,4,0.8457214623368031
2302,t2301,n2302,3,0.1832067402566736
2303,t2302,n2303,3,0.81897160481681
2304,t2303,n2304,3,0.1543888649082713
2305,t2304,n2305,7,0.6661161724296367
2306,t2305,n2306,3,0.5179772044284906
2307,t2306,n2307,2,0.5430354151534263
2308,t2307,n2308,2,0.07903518594787284
2309,t2308,n2309,9,0.7755052626770093
2310,t2309,n2310,3,0.6147329491990852
2311,t2310,n2311,2,0.2690863267720123
2312,t2311,n2312,2,0.16400936506598085
2313,t2312,n2313,9,0.692624788698309
2314,t2313,n2314,5,0.89208611673271
2315,t2314,n2315,2,0.23213809882150205
2316,t2315,n2316,2,0.12777842281856866
2317,t2316,n2317,8,0.9118381013561156
2318,t2317,n2318,3,0.5394648248041809
2319,t2318,n2319,2,0.17009282388312874
2320,t2319,n2320,2,0.2186434388083619
2321,t2320,n2321,4,0.7327575863238942
2322,t2321,n2322,2,0.26539245417665636
2323,t2322,n2323,3,0.18220988780165293
2324,t2323,n2324,2,0.48955362279338677
2325,t2324,n2325,2,0.22535318352052558
2326,t2325,n2326,3,0.15346936126038402
2327,t2326,n2327,9,0.9551528946578711
2328,t2327,n2328,4,0.7274732277713213
2329,t2328,n2329,2,0.43578428480097087
2330,t2329,n2330,2,0.7412610474476535
2331,t2330,n2331,4,0.6998444663960209
2332,t2331,n2332,6,0.6008486350222639
2333,t2332,n2333,11,0.8671263839531762
2334,t2333,n2334,3,0.6117825643141267
2335,t2334,n2335,9,0.8126697945404912
2336,t2335,n2336,2,0.408989822682035
2337,t2336,n2337,10,0.892487211080802
2338,t2337,n2338,2,0.7825510791598083
2339,t2338,n2339,9,0.9056335866069949
2340,t2339,n2340,3,0.6383278244341825
2341,t2340,n2341,5,0.767799868147297
2342,t2341,n2342,2,0.6469562866517697
2343,t2342,n2343,3,0.594557995418498
2344,t2343,n2344,5,0.39609956330000573
2345,t2344,n2345,3,0.36023349365793755
2346,t2345,n2346,3,0.46167932632517616
2347,t2346,n2347,2,0.05789232876773931
2348,t2347,n2348,4,0.7203934291391939
2349,t2348,n2349,4,0.20572925905132766
2350,t2349,n2350,2,0.21590984984374728
2351,t2350,n2351,2,0.02294889708456127
2352,t2351,n2352,7,0.5826856168564261
2353,t2352,n2353,3,0.8165399669343976
2354,t2353,n2354,4,0.5682558215589661
2355,t2354,n2355,2,0.8519825524694966
2356,t2355,n2356,2,0.20913660151685165
2357,t2356,n2357,5,0.4434113491257835
2358,t2357,n2358,2,0.6447048372313827
2359,t2358,n2359,2,0.17491822770218457
2360,t2359,n2360,2,0.081628265335835
2361,t2360,n2361,2,0.06762287442930459
2362,t2361,n2362,4,0.5341227815897254
2363,t2362,n2363,6,0.7919868299890716
2364,t2363,n2364,18,0.8877551897299408
2365,t2364,n2365,3,0.13123127445772342
2366,t2365,n2366,6,0.6928672151482745
2367,t2366,n2367,2,0.5950222157722421
2368,t2367,n2368,10,0.807501215218206
2369,t2368,n2369,2,0.005717335154896697
2370,t2369,n2370,2,0.8221191099254002
2371,t2370,n2371,8,0.8063014940504095
2372,t2371,n2372,2,0.22297336566302683
2373,t2372,n2373,3,0.22154223047767574
2374,t2373,n2374,4,0.5252165397535575
2375,t2374,n2375,13,0.8023357946340107
2376,t2375,n2376,8,0.8609987664575732
2377,t2376,n2377,2,0.577287065975492
2378,t2377,n2378,2,0.16507126495119762
2379,t2378,n2379,2,0.08702013243285933
2380,t2379,n2380,4,0.4722298187435551
2381,t2380,n2381,2,0.37278797397184016
2382,t2381,n2382,2,0.3672378946993118
2383,t2382,n2383,5,0.7759563188611719
2384,t2383,n2384,3,0.6999996844160978
2385,t2384,n2385,3,0.30686522303160324
2386,t2385,n2386,2,0.2901297329428989
2387,t2386,n2387,2,0.06129766956344507
2388,t2387,n2388,2,0.4779511606777257
2389,t2388,n2389,14,0.6791963256992373
2390,t2389,n2390,2,0.7143828039667774
2391,t2390,n2391,7,0.4794762452072001
2392,t2391,n2392,2,0.908222420291081
2393,t2392,n2393,2,0.19675860774808684
2394,t2393,n2394,5,0.2836319448129858
2395,t2394,n2395,4,0.35886056832005053
2396,t2395,n2396,5,0.45554897681821827
2397,t2396,n2397,3,0.1519966338909876
2398,t2397,n2398,2,0.004360552900734893
2399,t2398,n2399,3,0.7066283812028428
2400,t2399,n2400,4,0.9075730558913809
2401,t2400,n2401,2,0.24411008633985232
2402,t2401,n2402,8,0.9233030313064549
2403,t2402,n2403,3,0.35600412538419157
2404,t2403,n2404,3,0.31000727554723595
2405,t2404,n2405,2,0.2696255721614176
2406,t2405,n2406,4,0.7171187943246683
2407,t2406,n2407,4,0.0850688073516136
2408,t2407,n2408,5,0.8912875064202305
2409,t2408,n2409,2,0.12179613214075447
2410,t2409,n2410,2,0.35181868051515175
2411,t2410,n2411,2,0.11159715054109742
2412,t2411,n2412,4,0.4930851625321162
2413,t2412,n2413,2,0.12304214631541965
2414,t2413,n2414,3,0.3753072796666773
2415,t2414,n2415,6,0.9910788176797933
2416,t2415,n2416,2,0.4413995179218525
2417,t2416,n2417,3,0.37052168532611796
2418,t2417,n2418,2,0.677525958914672
2419,t2418,n2419,2,0.025295075069329376
2420,t2419,n2420,3,0.5615971938892954
2421,t2420,n2421,4,0.9808510255583248
2422,t2421,n2422,2,0.08555774684882744
2423,t2422,n2423,3,0.44108507959292154
2424,t2423,n2424,3,0.14196644522465995
2425,t2424,n2425,5,0.6011829931589712
2426,t2425,n2426,2,0.3126205316319196
2427,t2426,n2427,4,0.7588158701304746
2428,t2427,n2428,2,0.048434773489986926
2429,t2428,n2429,2,0.15348471039923495
2430,t2429,n2430,9,0.490089438013953
2431,t2430,n2431,2,0.09559097905418412
2432,t2431,n2432,8,0.4253804023307902
2433,t2432,n2433,2,0.4338376597234409
2434,t2433,n2434,3,0.30579028879913084
2435,t2434,n2435,2,0.9470776798376813
2436,t2435,n2436,3,0.5600631984150023
2437,t2436,n2437,6,0.7662376183045867
2438,t2437,n2438,8,0.9863538678774868
2439,t2438,n2439,3,0.270720878546431
2440,t2439,n2440,5,0.9074438938983638
2441,t2440,n2441,3,0.6315393559210679
2442,t2441,n2442,3,0.3566338902239087
2443,t2442,n2443,3,0.9741985607487045
2444,t2443,n2444,3,0.2193492577250833
2445,t2444,n2445,2,0.018851231967227267
2446,t2445,n2446,2,0.6426076894553685
2447,t2446,n2447,3,0.6674415587098937
2448,t2447,n2448,2,0.6438774357773713
2449,t2448,n2449,2,0.8515377048813499
2450,t2449,n2450,2,0.15477537569533495
2451,t2450,n2451,8,0.9627204471367128
2452,t2451,n2452,3,0.41224260668469015
2453,t2452,n2453,4,0.5228430844653859
2454,t2453,n2454,3,0.44046437149858464
2455,t2454,n2455,2,0.08105678853504661
2456,t2455,n2456,6,0.6129468022566258
2457,t2456,n2457,3,0.5466685380001906
2458,t2457,n2458,2,0.0357307853410509
2459,t2458,n2459,4,0.9164278669406377
2460,t2459,n2460,2,0.039186121090080794
2461,t2460,n2461,2,0.25330749612409953
2462,t2461,n2462,5,0.5202673442431106
2463,t2462,n2463,10,0.6115607544166848
2464,t2463,n2464,3,0.10533567085349993
2465,t2464,n2465,3,0.7242130797979244
2466,t2465,n2466,3,0.335281946176472
2467,t2466,n2467,4,0.6677484764562922
2468,t2467,n2468,19,0.9617626414927088
2469,t2468,n2469,2,0.7986019057693755
2470,t2469,n2470,3,0.7862326608117005
2471,t2470,n2471,3,0.21275623859778603
2472,t2471,n2472,6,0.7018967093819717
2473,t2472,n2473,8,0.9776163805859999
2474,t2473,n2474,2,0.036192483737085834
2475,t2474,n2475,2,0.8861496004874732
2476,t2475,n2476,5,0.44720423987414337
2477,t2476,n2477,3,0.9585981879532023
2478,t2477,n2478,4,0.45408084194849274
2479,t2478,n2479,4,0.9594068902035632
2480,t2479,n2480,2,0.9050919030586924
2481,t2480,n2481,2,0.37632149792883984
2482,t2481,n2482,5,0.6715471469614395
2483,t2482,n2483,5,0.591212785302276
2484,t2483,n2484,2,0.020482451911392863
2485,t2484,n2485,2,0.14255114545653247
2486,t2485,n2486,2,0.8198081908022339
2487,t2486,n2487,4,0.8434710649819838
2488,t2487,n2488,2,0.15788351697286196
2489,t2488,n2489,3,0.3795473844377859
2490,t2489,n2490,2,0.5099173148285839
2491,t2490,n2491,6,0.7094004350257683
2492,t2491,n2492,4,0.816670027174516
2493,t2492,n2493,3,0.22505967326840204
2494,t2493,n2494,2,0.07118696124031654
2495,t2494,n2495,3,0.7446665090387409
2496,t2495,n2496,3,0.21358413311685553
2497,t2496,n2497,2,0.14550740076087565
2498,t2497,n2498,11,0.9501811359722211
2499,t2498,n2499,3,0.4349022929953299
2500,t2499,n2500,2,0.07430556111370679
2501,t2500,n2501,8,0.6708853478590971
2502,t2501,n2502,3,0.554691663003057
2503,t2502,n2503,2,0.13405156404074747
2504,t2503,n2504,5,0.8388185058664609
2505,t2504,n2505,2,0.13552186971593938
2506,t2505,n2506,2,0.22761506897789863
2507,t2506,n2507,7,0.9566396908821716
2508,t2507,n2508,5,0.4765174523159096
2509,t2508,n2509,3,0.7860716540963197
2510,t2509,n2510,5,0.7391345348291335
2511,t2510,n2511,4,0.3975394973553982
2512,t2511,n2512,3,0.6014092727866581
2513,t2512,n2513,11,0.8468956519211961
2514,t2513,n2514,3,0.8938238115157403
2515,t2514,n2515,3,0.597024773893135
2516,t2515,n2516,3,0.15038795538676386
2517,t2516,n2517,2,0.11525213409493307
2518,t2517,n2518,3,0.3647561149418137
2519,t2518,n2519,4,0.5631667478618702
2520,t2519,n2520,6,0.7799038483699531
2521,t2520,n2521,2,0.1729384570806035
2522,t2521,n2522,5,0.786958010387277
2523,t2522,n2523,3,0.5022604078095841
2524,t2523,n2524,2,0.10586846846742859
2525,t2524,n2525,2,0.016398151864974175
2526,t2525,n2526,4,0.8651142068446455
2527,t2526,n2527,2,0.10871655792407231
2528,t2527,n2528,2,0.07719479865256995
2529,t2528,n2529,3,0.6246694636272659
2530,t2529,n2530,4,0.34809509879148204
2531,t2530,n2531,3,0.5894389214147812
2532,t2531,n2532,2,0.12707198747735404
2533,t2532,n2533,6,0.6344352384655674
2534,t2533,n2534,2,0.18301274537244616
2535,t2534,n2535,3,0.3975146751336338
2536,t2535,n2536,2,0.2430687739436005
2537,t2536,n2537,4,0.6695562920085064
2538,t2537,n2538,3,0.5636377485958437
2539,t2538,n2539,9,0.7935382496825001
2540,t2539,n2540,2,0.0028050003197244155
2541,t2540,n2541,2,0.389933213335678
2542,t2541,n2542,7,0.8318404208938431
2543,t2542,n2543,3,0.09472074992927726
2544,t2543,n2544,2,0.3168370136886981
2545,t2544,n2545,4,0.5158594540952082
2546,t2545,n2546,3,0.22607214133491293
2547,t2546,n2547,2,0.19760761680280703
2548,t2547,n2548,3,0.834921785044331
2549,t2548,n2549,2,0.5893064612993998
2550,t2549,n2550,8,0.9911945224119637
2551,t2550,n2551,2,0.5577726180258531
2552,t2551,n2552,2,0.252861784495235
2553,t2552,n2553,3,0.6207921698802875
2554,t2553,n2554,5,0.577622221656315
2555,t2554,n2555,3,0.17810103019510826
2556,t2555,n2556,11,0.9344227929156876
2557,t2556,n2557,2,0.030364924286842676
2558,t2557,n2558,2,0.6644254123366612
2559,t2558,n2559,3,0.1623963306416054
2560,t2559,n2560,2,0.02461258642259978
2561,t2560,n2561,6,0.9742642755553799
2562,t2561,n2562,5,0.5661983884614827
2563,t2562,n2563,5,0.4599334759207525
2564,t2563,n2564,5,0.9652359540428451
2565,t2564,n2565,2,0.7957211972286455
2566,t2565,n2566,5,0.5808093644200963
2567,t2566,n2567,2,0.6380816638805898
2568,t2567,n2568,5,0.559496112260668
2569,t2568,n2569,3,0.9850506035013329
2570,t2569,n2570,2,0.04846479760524636
2571,t2570,n2571,2,0.4901667464131868
2572,t2571,n2572,2,0.18963266869098616
2573,t2572,n2573,4,0.9008608501939531
2574,t2573,n2574,5,0.5642998268250299
2575,t2574,n2575,13,0.9746787905613853
2576,t2575,n2576,2,0.4454360491161222
2577,t2576,n2577,8,0.6144658032957954
2578,t2577,n2578,2,0.8238790725987442
2579,t2578,n2579,3,0.6022652961290456
2580,t2579,n2580,2,0.08362281090099499
2581,t2580,n2581,3,0.714183471359793
2582,t2581,n2582,2,0.20112167183494123
2583,t2582,n2583,3,0.9268841410919427
2584,t2583,n2584,5,0.3598687238459475
2585,t2584,n2585,3,0.6240299158776688
2586,t2585,n2586,2,0.1487730383737178
2587,t2586,n2587,2,0.3172688598029856
2588,t2587,n2588,3,0.4987308192539954
2589,t2588,n2589,3,0.3756976441594815
2590,t2589,n2590,4,0.9159524699968982
2591,t2590,n2591,3,0.6435231651944511
2592,t2591,n2592,6,0.45596174349542895
2593,t2592,n2593,3,0.959958215826994
2594,t2593,n2594,2,0.11406690051396529
2595,t2594,n2595,2,0.07552708936632335
2596,t2595,n2596,2,0.49122716770732633
2597,t2596,n2597,2,0.4229143637463386
2598,t2597,n2598,2,0.30684086862299875
2599,t2598,n2599,5,0.8678552205870473
2600,t2599,n2600,2,0.8183379283002692
2601,t2600,n2601,2,0.21082016904440415
2602,t2601,n2602,3,0.6426157618717603
2603,t2602,n2603,4,0.41679431479185225
2604,t2603,n2604,3,0.621639548161327
2605,t2604,n2605,3,0.3758275302561225
2606,t2605,n2606,10,0.7655678588729036
2607,t2606,n2607,3,0.25013493494881844
2608,t2607,n2608,2,0.021851468445538313
2609,t2608,n2609,4,0.9607578418620167
2610,t2609,n2610,3,0.06674969080106441
2611,t2610,n2611,2,0.002264268030487404
2612,t2611,n2612,3,0.6031052007451612
2613,t2612,n2613,2,0.07581503907533449
2614,t2613,n2614,7,0.8553302320756845
2615,t2614,n2615,2,0.13402833750962095
2616,t2615,n2616,3,0.16066941405511914
2617,t2616,n2617,2,0.0329037037578227
2618,t2617,n2618,2,0.603695139896374
2619,t2618,n2619,2,0.014753458423869659
2620,t2619,n2620,6,0.903312995815597
2621,t2620,n2621,3,0.6705270137763781
2622,t2621,n2622,2,0.5088527977249555
2623,t2622,n2623,5,0.7460654966869986
2624,t2623,n2624,2,0.9247276239454314
2625,t2624,n2625,3,0.18823604030798258
2626,t2625,n2626,3,0.5885125272266205
2627,t2626,n2627,2,0.7849575204118686
2628,t2627,n2628,5,0.8082733661893095
2629,t2628,n2629,2,0.151057369315179
2630,t2629,n2630,2,0.26329265435137206
2631,t2630,n2631,6,0.7277682996057443
2632,t2631,n2632,4,0.5998696392155897
2633,t2632,n2633,3,0.32559538882847794
2634,t2633,n2634,3,0.6334630824140395
2635,t2634,n2635,4,0.6630770568191188
2636,t2635,n2636,4,0.47654117065815726
2637,t2636,n2637,3,0.4428565922368839
2638,t2637,n2638,4,0.6503456385788349
2639,t2638,n2639,4,0.8797161057556816
2640,t2639,n2640,3,0.27070305526569827
2641,t2640,n2641,2,0.31559502131220774
2642,t2641,n2642,7,0.8717146249948198
2643,t2642,n2643,3,0.4672382261751664
2644,t2643,n2644,2,0.28758829634321037
2645,t2644,n2645,2,0.14262245288858322
2646,t2645,n2646,2,0.5448553123136367
2647,t2646,n2647,2,0.3430319742341049
2648,t2647,n2648,3,0.630167514065174
2649,t2648,n2649,2,0.1856462182656251
2650,t2649,n2650,2,0.3427168517399155
2651,t2650,n2651,2,0.2030447490002848
2652,t2651,n2652,2,0.17592231372967704
2653,t2652,n2653,7,0.8268755433311482
2654,t2653,n2654,3,0.5272736381260029
2655,t2654,n2655,3,0.581678867576313
2656,t2655,n2656,3,0.48349128198454283
2657,t2656,n2657,2,0.23668618019105414
2658,t2657,n2658,3,0.28394404141860863
2659,t2658,n2659,4,0.232669507800919
2660,t2659,n2660,6,0.9644805619288588
2661,t2660,n2661,3,0.3027562681636303
2662,t2661,n2662,3,0.20146456471107577
2663,t2662,n2663,4,0.8412579597164691
2664,t2663,n2664,8,0.8666580905622883
2665,t2664,n2665,5,0.3559454174739861
2666,t2665,n2666,3,0.2637921942772853
2667,t2666,n2667,4,0.872436091421585
2668,t2667,n2668,3,0.20590611755235289
2669,t2668,n2669,3,0.4346608019038438
2670,t2669,n2670,3,0.26810972858495963
2671,t2670,n2671,3,0.3580038606259852
2672,t2671,n2672,2,0.2900661157895351
2673,t2672,n2673,2,0.05403117978930594
2674,t2673,n2674,9,0.8218837848601802
2675,t2674,n2675,2,0.7234795694309276
2676,t2675,n2676,3,0.7048208317333551
2677,t2676,n2677,2,0.05866286106667484
2678,t2677,n2678,5,0.5611192248868498
2679,t2678,n2679,5,0.5783312588695952
2680,t2679,n2680,3,0.3836232976521017
2681,t2680,n2681,4,0.17423262850211896
2682,t2681,n2682,3,0.7976418570795204
2683,t2682,n2683,3,0.32256201631669457
2684,t2683,n2684,2,0.6620581318186106
2685,t2684,n2685,2,0.4016011427348324
2686,t2685,n2686,2,0.8100668568194588
2687,t2686,n2687,2,0.5585072456981997
2688,t2687,n2688,3,0.44165465394902936
2689,t2688,n2689,3,0.39972684782956924
2690,t2689,n2690,4,0.6840447604354241
2691,t2690,n2691,2,0.1609348241231643
2692,t2691,n2692,4,0.7901250259077214
2693,t2692,n2693,7,0.9461754751173497
2694,t2693,n2694,2,0.6928111467287478
2695,t2694,n2695,4,0.5025267187128992
2696,t2695,n2696,2,0.04861511505745064
2697,t2696,n2697,2,0.05271060972288211
2698,t2697,n2698,4,0.45803389386018345
2699,t2698,n2699,2,0.6034178130705723
2700,t2699,n2700,2,0.5945932340101229
2701,t2700,n2701,4,0.8132846221340818
2702,t2701,n2702,4,0.369068643030818
2703,t2702,n2703,7,0.39402220355544004
2704,t2703,n2704,2,0.10388733733805422
2705,t2704,n2705,5,0.7419721790840592
2706,t2705,n2706,4,0.6978342781199458
2707,t2706,n2707,8,0.8293228904049231
2708,t2707,n2708,2,0.12017659673000802
2709,t2708,n2709,4,0.9372794006368931
2710,t2709,n2710,2,0.709709084997076
2711,t2710,n2711,3,0.11758998177617719
2712,t2711,n2712,2,0.5305709599983955
2713,t2712,n2713,2,0.666706680691041
2714,t2713,n2714,2,0.46396126801139004
2715,t2714,n2715,3,0.441086418715257
2716,t2715,n2716,6,0.695076380838795
2717,t2716,n2717,2,0.3386549627727037
2718,t2717,n2718,4,0.6181064552710559
2719,t2718,n2719,7,0.6972157478069287
2720,t2719,n2720,2,0.3587872494295734
2721,t2720,n2721,3,0.5296569068507054
2722,t2721,n2722,3,0.4198665656180165
2723,t2722,n2723,3,0.5932509136774372
2724,t2723,n2724,2,0.46928738818135285
2725,t2724,n2725,3,0.9885309539094523
2726,t2725,n2726,5,0.8891705520421666
2727,t2726,n2727,2,0.2288541763405596
2728,t2727,n2728,3,0.14678253875039693
2729,t2728,n2729,2,0.28779328471288457
2730,t2729,n2730,2,0.6619529631199323
2731,t2730,n2731,2,0.28093237595456566
2732,t2731,n2732,10,0.9650188133034637
2733,t2732,n2733,5,0.9880998304632177
2734,t2733,n2734,3,0.3774386389571164
2735,t2734,n2735,4,0.6681531385157965
2736,t2735,n2736,2,0.17963524187352609
2737,t2736,n2737,3,0.3182880606988384
2738,t2737,n2738,3,0.8956784627720661
2739,t2738,n2739,4,0.7249938303276188
2740,t2739,n2740,4,0.7730239900348406
2741,t2740,n2741,8,0.9085012523929603
2742,t2741,n2742,2,0.20379524977077368
2743,t2742,n2743,2,0.17865990151830935
2744,t2743,n2744,7,0.9955759332691821
2745,t2744,n2745,3,0.27121986073236637
2746,t2745,n2746,3,0.5654127806210556
2747,t2746,n2747,2,0.3202066382411468
2748,t2747,n2748,2,0.7863010825873052
2749,t2748,n2749,4,0.7893117099652849
2750,t2749,n2750,3,0.4477868051471071
2751,t2750,n2751,9,0.5131045078395691
2752,t2751,n2752,5,0.9645320862651153
2753,t2752,n2753,2,0.5148274808304385
2754,t2753,n2754,2,0.08239167213685616
2755,t2754,n2755,2,0.7548247420291295
2756,t2755,n2756,2,0.005116533544036184
2757,t2756,n2757,4,0.5767932044097883
2758,t2757,n2758,5,0.3888692407959756
2759,t2758,n2759,2,0.769565332309328
2760,t2759,n2760,4,0.3221523951042542
2761,t2760,n2761,2,0.1151413609786609
2762,t2761,n2762,2,0.20444660666162717
2763,t2762,n2763,3,0.38525567807135497
2764,t2763,n2764,4,0.9929975282962177
2765,t2764,n2765,2,0.7178015963244588
2766,t2765,n2766,3,0.7871884668305986
2767,t2766,n2767,3,0.42758068941327587
2768,t2767,n2768,2,0.4396964148231477
2769,t2768,n2769,3,0.45486627046120787
2770,t2769,n2770,5,0.277192328836121
2771,t2770,n2771,7,0.9553014680803456
2772,t2771,n2772,2,0.8745757506533834
2773,t2772,n2773,3,0.5252439654144729
2774,t2773,n2774,2,0.030615907300483358
2775,t2774,n2775,6,0.5006422884773492
2776,t2775,n2776,3,0.38296614807577245
2777,t2776,n2777,2,0.23197192340355777
2778,t2777,n2778,4,0.9739885066994767
2779,t2778,n2779,2,0.21617332132259381
2780,t2779,n2780,2,0.1591088409922965
2781,t2780,n2781,3,0.3120579226222532
2782,t2781,n2782,2,0.7262108992099757
2783,t2782,n2783,5,0.9443618255406787
2784,t2783,n2784,4,0.4430920691124649
2785,t2784,n2785,2,0.5844796889598779
2786,t2785,n2786,2,0.801721510018385
2787,t2786,n2787,2,0.10800292192616467
2788,t2787,n2788,3,0.5073993197075741
2789,t2788,n2789,2,0.8205434880159183
2790,t2789,n2790,2,0.04200118065127645
2791,t2790,n2791,3,0.9546074457126783
2792,t2791,n2792,3,0.7811808107539525
2793,t2792,n2793,2,0.31849175306352273
2794,t2793,n2794,4,0.9840617692266113
2795,t2794,n2795,2,0.20945195759393387
2796,t2795,n2796,2,0.37380055770295895
2797,t2796,n2797,4,0.6627826026738598
2798,t2797,n2798,4,0.5814860827289169
2799,t2798,n2799,2,0.14936026327316965
2800,t2799,n2800,3,0.398642711405346
2801,t2800,n2801,2,0.2294258861267825
2802,t2801,n2802,2,0.7852618710776679
2803,t2802,n2803,7,0.7494977395934218
2804,t2803,n2804,4,0.20141200619913735
2805,t2804,n2805,2,0.2842039585507935
2806,t2805,n2806,13,0.9650040702449386
2807,t2806,n2807,4,0.3247160772482015
2808,t2807,n2808,2,0.3237762188378732
2809,t2808,n2809,2,0.16163914923757272
2810,t2809,n2810,2,0.25164979915705243
2811,t2810,n2811,9,0.3528205669588578
2812,t2811,n2812,2,0.19044380530489535
2813,t2812,n2813,3,0.8690191820970475
2814,t2813,n2814,6,0.8148187961339658
2815,t2814,n2815,9,0.8700384418892934
2816,t2815,n2816,6,0.9210351803901834
2817,t2816,n2817,3,0.8649945331844097
2818,t2817,n2818,2,0.47248247102691865
2819,t2818,n2819,3,0.0776889087651279
2820,t2819,n2820,3,0.6126118370398154
2821,t2820,n2821,2,0.3930961363885265
2822,t2821,n2822,3,0.5421804071258322
2823,t2822,n2823,3,0.8031060815330805
2824,t2823,n2824,3,0.5354887000412186
2825,t2824,n2825,3,0.2924783036242552
2826,t2825,n2826,6,0.6201755836665654
2827,t2826,n2827,2,0.12822121716951718
2828,t2827,n2828,3,0.2315364302661992
2829,t2828,n2829,3,0.3101277691864066
2830,t2829,n2830,4,0.8104102399594508
2831,t2830,n2831,3,0.07956764632339963
2832,t2831,n2832,4,0.8361179857198822
2833,t2832,n2833,2,0.7570557056189452
2834,t2833,n2834,7,0.9071000801362886
2835,t2834,n2835,5,0.2832158957570021
2836,t2835,n2836,4,0.9013599448953477
2837,t2836,n2837,3,0.14740138796194557
2838,t2837,n2838,2,0.7206348090453979
2839,t2838,n2839,5,0.9050821654469223
2840,t2839,n2840,4,0.7093442497983081
2841,t2840,n2841,2,0.6327701805511476
2842,t2841,n2842,4,0.6292967277162022
2843,t2842,n2843,9,0.6127025943868027
2844,t2843,n2844,5,0.9295638731555972
2845,t2844,n2845,2,0.811051708331424
2846,t2845,n2846,2,0.390453943875407
2847,t2846,n2847,2,0.5310277922620644
2848,t2847,n2848,5,0.8389206757241164
2849,t2848,n2849,3,0.48117498898207123
2850,t2849,n2850,2,0.15318721801963953
2851,t2850,n2851,2,0.11887010219459326
2852,t2851,n2852,2,0.1129291728066214
2853,t2852,n2853,2,0.21151461639274327
2854,t2853,n2854,11,0.9766906848953372
2855,t2854,n2855,6,0.589049229185838
2856,t2855,n2856,6,0.9326552671973426
2857,t2856,n2857,2,0.7576625554525553
2858,t2857,n2858,9,0.9079435831506477
2859,t2858,n2859,2,0.6611079937759309
2860,t2859,n2860,2,0.19022729350940082
2861,t2860,n2861,10,0.9897574194778842
2862,t2861,n2862,2,0.230087387286795
2863,t2862,n2863,4,0.572572844369219
2864,t2863,n2864,3,0.7416300129116591
2865,t2864,n2865,2,0.7516254811138406
2866,t2865,n2866,2,0.02218046837853349
2867,t2866,n2867,2,0.4270839794598398
2868,t2867,n2868,2,0.14758031492765622
2869,t2868,n2869,3,0.2729657501024142
2870,t2869,n2870,4,0.11804645749599596
2871,t2870,n2871,4,0.48214993131057804
2872,t2871,n2872,3,0.8679414928097559
2873,t2872,n2873,3,0.6470864827466183
2874,t2873,n2874,4,0.8196757441535476
